delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
47304,22670,1090,8545,8320,12320,1034,812
5595,30725,3909,5559,4455,2582,1053,506
69939,21058,8945,6259,5613,3430,1795,931
30936,21193,2192,6951,3455,2202,1203,404
154955,59083,19407,8023,9510,4898,1696,523
19111,20527,23797,11778,2519,2911,583,494
34949,23778,14995,10882,3895,4524,859,535
31724,17844,15150,4436,1269,2945,886,351
50346,10550,9290,1420,2684,3069,1046,698
22886,21471,3552,12782,8065,9969,1512,291
24341,18254,15574,4180,6216,2564,1174,642
63975,26747,8938,17876,5035,3281,840,723
48218,55554,18777,35715,23206,9997,978,836
48781,48100,8556,8423,9225,5541,1240,717
19027,26613,3828,5404,5771,3622,1524,695
46412,49149,5565,4234,3285,3222,1013,473
4846,53308,19354,7197,3590,3131,1060,426
22169,22916,4218,5539,8350,4031,993,435
21137,56520,6106,2596,13817,2153,1072,370
16445,25033,2623,2923,6961,5880,1057,395
103120,58245,33641,3391,8478,4417,627,497
556555,25902,6904,21407,20916,6323,6803,7426
55278,37749,6650,9588,5441,2901,861,213
24112,31768,5180,4312,5108,3521,1133,510
10092,33745,18488,3057,7218,4065,1014,276
75757,102544,16166,5760,3055,2533,483,913
81907,104036,17847,6778,7818,4882,3083,463
14505,48288,46662,12611,7277,3953,1136,471
17384,78351,28157,11964,6255,3960,1006,386
51852,32225,13570,4726,3377,4864,1389,1458
593835,82208,22950,14758,3804,7458,1382,438
182213,32377,7785,3993,3024,1130,1243,1640
86369,28231,19928,5050,4350,5992,1412,495
73777,14016,19210,10735,5590,5439,553,732
18643,27407,4948,12248,1403,4084,787,835
27960,100489,57882,17611,7266,10002,1049,556
12104,50537,16787,6295,1626,2060,938,400
7810,9086,918,9578,4131,1269,1180,546
74493,10304,3123,5718,1063,5675,1016,570
52816,60904,17683,629,7701,2841,929,1401
90011,33133,15272,2630,5155,5204,724,449
40851,86146,24240,9637,8367,1682,2543,1025
43379,41343,4327,9506,5519,5840,1682,941
63830,26496,71679,4703,2660,5458,1906,1008
36573,64508,3524,3184,5294,3437,1514,881
24799,48833,728,1191,4797,1930,803,360
53106,43011,28746,13695,3157,2706,1193,978
23549,65894,15539,12928,8101,2729,1195,733
67614,54746,6891,8150,5666,4333,1316,580
57382,31675,19696,4739,4711,3028,1319,494
15085,28846,21030,12389,4732,3210,1205,906
61746,49416,9005,4160,5521,2503,1995,794
43044,48166,27798,4285,5138,3408,1363,756
39007,76714,22389,23228,2802,3106,1040,832
9521,46542,31262,7093,2553,4390,1328,628
46705,34445,31682,3814,7159,5393,1157,1075
20644,37460,22089,18443,17872,7911,915,803
23491,52687,20838,5874,2531,4249,734,536
84743,24706,21154,3651,14103,13945,856,483
12000,41738,32073,16324,2842,6448,1102,1338
17016,16731,23378,6431,3286,1843,444,701
23344,17837,5871,12269,3798,5964,770,509
7488,44331,1488,4398,3293,6701,1027,672
50421,50977,5508,1246,5267,3439,911,689
24631,14344,16043,36630,7967,6883,619,516
30852,20777,45458,48554,8247,8949,778,1032
35694,57038,4796,1755,10542,5205,993,734
43311,13519,3201,7783,2733,5173,1625,833
47773,9251,2695,3696,2364,3253,1057,786
47289,18547,938,3947,7937,2882,1121,687
11198,11764,3755,5572,10422,4683,756,1660
15076,13907,5551,9968,18848,5449,1130,393
16990,14597,14178,4871,4367,3788,1196,593
4204,38762,20799,9798,13574,3124,710,663
56562,8405,10388,8447,6555,5665,2217,504
49569,51219,18059,5169,10783,7235,1085,1015
15328,14378,6067,791,6448,3198,1177,768
15401,17426,1316,5728,5750,3326,1657,830
8921,8900,8364,14425,5106,5218,1343,583
2946,7158,13468,5367,6670,4117,1783,900
8041,14692,8216,3269,2672,5190,1092,625
19167,29193,5553,4113,2915,4170,868,553
7930,11214,10373,16382,7552,3644,1185,1088
27451,16657,22568,12976,3844,22353,945,421
14316,18776,19367,4129,5601,2021,926,829
19824,17214,9683,8027,2716,2240,977,803
75806,28757,15291,3635,2624,2432,1595,374
21708,13369,27001,2648,5421,5284,620,1049
20327,8521,13377,1693,6127,5327,1305,679
37262,60206,7211,4420,7433,2926,1447,879
25752,31734,16539,2388,4974,2282,1355,956
23973,53898,14063,4385,6014,4489,1204,484
8094,38931,12522,9127,2836,3091,878,700
85742,21676,19647,2679,10586,4433,1464,692
324326,42838,15945,13339,8267,11807,15345,15080
100477,79260,13515,7572,21500,45978,22062,20958
89460,72964,9088,5043,18602,16988,5708,13878
1156268,180312,62636,39653,26771,39860,14575,2714
1449169,1170777,300123,870393,225970,229638,118632,69147
1139109,106019,4546,8754,6923,23292,10988,10662
755467,303552,57872,44119,107411,41394,18404,25552
964494,193940,98501,83074,33684,39988,42180,22174
931442,169306,20649,25812,40196,19244,35926,29471
219606,49886,14582,6675,3148,6834,6328,4103
2175746,846340,99944,453993,282611,141827,145732,72430
721374,124406,37181,31680,19460,12618,14472,13485
116384,17256,12688,19862,2351,2744,3229,3972
37001,26849,2837,1735,4818,2676,6962,6242
26963,25890,3448,6646,7247,4952,3544,3190
90913,11147,9181,3001,5039,8917,921,2312
32188,11466,9728,10391,1795,5476,1284,1554
81701,23558,4204,4738,6284,3094,1981,1048
50767,69530,10368,6381,6016,4330,954,1203
19217,13735,19401,3648,5266,4468,1392,1128
42523,11818,13142,2444,2318,5713,841,717
110606,28953,39039,8919,5008,6690,1339,792
30750,33275,9625,1716,10548,2291,1221,749
25386,43560,8372,8053,2871,1764,1841,659
51799,28499,13008,8661,7342,2440,1174,880
40779,16228,10593,10915,6791,982,1476,1084
55580,29725,12092,9701,8923,4913,1190,912
44904,21645,914,16998,3408,4448,945,597
12197,35654,28805,7372,9031,6699,1015,882
31654,40638,63483,20023,6998,1718,903,704
10115,38787,18872,8861,3471,2047,629,833
85653,28242,41466,5671,8709,4811,617,634
49890,23571,10700,11567,18076,3364,1944,604
53707,19818,7070,4211,4652,2459,1642,774
44177,123549,20357,2232,1162,4898,571,1371
47709,23059,19722,10436,7899,5948,1221,1565
31708,107157,14183,2081,6027,3895,1038,1054
30821,7225,14021,5550,6350,3952,1173,706
33126,12382,667,1323,7601,4547,770,1146
67766,12242,30280,2712,2576,1393,1074,549
21607,20141,13014,8008,6792,4496,686,653
17000,29389,13465,1334,2751,2586,748,1508
24691,18311,8330,3101,2880,2602,726,387
45796,40896,6984,4318,8706,3002,782,506
23803,20620,14005,6211,2250,3637,802,646
31065,50896,12128,1454,3292,3662,744,600
7055,22246,17315,3398,6242,5913,1527,1359
18895,43580,19139,4364,7415,5935,848,958
65903,29654,14878,7540,9761,1796,1251,843
28907,32252,5992,7489,6308,3917,1695,1042
22539,54936,4468,9605,1715,5532,788,810
28492,24824,8015,6035,4883,3292,1211,375
27838,33470,12933,5174,7981,5868,1275,564
28524,8502,4597,4229,1585,3025,1629,354
57254,8342,8839,15593,6106,4485,906,548
93464,53579,24232,1647,4957,3917,1892,1628
19749,35988,8168,4682,6453,2413,1079,524
25120,25296,17339,7672,8880,3764,1069,519
55031,44692,5198,6045,7023,2445,1630,1338
243328,104201,20346,2209,2970,5049,1049,482
19648,46239,29982,26677,11964,5194,1149,579
39404,17876,7448,8060,5911,2331,617,778
78325,66873,11313,7812,1679,4794,693,485
9747,22220,4864,1550,4171,1108,893,561
10884,44648,11439,13451,3741,3130,1568,515
60007,21392,3057,3780,7869,3006,577,374
69616,22090,25430,13431,9589,5058,1811,1068
64565,13386,3891,10088,10980,19200,1124,920
58050,49535,8313,14805,4270,5605,504,742
24231,35652,34644,5445,5440,12705,2900,316
36771,28768,36883,3480,4748,3623,897,680
17782,25627,31862,5282,6225,2891,848,378
65029,16180,38398,3595,3454,4865,898,447
18288,46136,8134,12020,4454,1442,1661,1144
12291,18880,3756,4985,8555,3827,1700,300
80686,33761,3236,6742,5513,2728,699,294
31567,27322,2212,4371,4797,2321,975,685
37232,45178,3545,3797,4143,2327,978,796
12345,19200,27574,14294,7734,3330,636,906
41515,26184,17725,2228,1902,5629,886,811
27228,11578,4872,3823,5981,2124,1316,336
15760,26224,14615,1620,4856,3849,886,525
41930,23423,11500,14352,6312,3530,1721,1679
50424,22702,3794,5839,14935,13009,1905,584
40185,29593,4570,4030,5278,2205,1449,532
42402,52444,22087,7242,3195,2389,887,830
5105,30583,3803,8092,2370,3846,1885,788
81048,12813,8453,9664,20437,3906,552,702
50474,21450,49113,10625,13246,4213,3247,945
27747,25859,15951,1246,5645,2120,861,1224
8726,28992,3210,23913,6114,11924,819,865
33900,19913,28520,2163,1655,2432,1634,629
100816,7772,3860,4418,8694,1844,1047,252
18865,44823,5964,4091,6999,2248,1328,559
38309,8069,4132,14536,7792,6311,2160,425
19414,13536,23144,7273,10797,6735,1593,722
36860,29539,4650,1447,7785,3461,744,751
35685,12029,9521,9178,1576,5330,2680,408
20105,49555,12489,1897,2501,3317,536,660
105435,14122,9449,19478,7345,6248,866,693
27543,19820,17486,1677,4120,2592,2093,1315
52180,75119,2199,10159,4839,9178,1008,1178
43223,17702,17453,12997,7970,4240,428,849
9787,16574,21664,5997,5512,3194,937,539
13151,29293,17560,1465,6698,1447,631,598
20100,9258,34305,9270,5983,2886,2179,539
84820,28296,16894,8697,4957,2993,743,744
29841,12985,22143,6231,2643,3697,1266,1244
46478,58185,15647,3036,1850,3512,559,787
12632,23750,22410,6166,11347,2642,577,672
39136,25829,14011,7842,2809,2983,1050,328
70936,9303,7652,11722,9468,2502,712,877
74007,56481,8005,7379,5749,3329,999,910
155790,23838,10650,764,2437,4631,661,1017
56448,20642,21626,7824,2819,4334,664,610
31154,6390,8125,3715,6127,2395,789,992
91591,16415,8419,5292,3294,3083,703,608
19048,22912,22926,6040,5843,3302,1137,880
53547,42030,8772,11793,5144,5981,941,1037
98514,18936,10726,3563,7153,2840,1245,958
33224,30492,18462,6103,2808,1994,608,1343
46761,22198,15875,6234,8978,5242,1101,446
7154,16743,48827,12564,5132,3029,1299,520
23918,20930,6397,4571,1313,6173,790,663
54022,18194,11972,5233,2123,6362,986,378
41500,17849,17289,4022,5171,4302,835,304
33488,13587,3658,4208,5903,4373,962,703
80026,14855,1816,8263,5660,1693,1110,1230
46198,18146,5350,5025,9938,2132,1168,958
47378,9756,6870,17527,7796,4439,588,1006
35592,17993,15175,11366,4049,7625,971,479
20653,35949,22208,19289,9012,4961,1158,564
5676,24942,9591,8441,4405,4372,1040,790
29837,23990,9506,1264,4031,2241,1228,2322
36929,9962,12240,1318,6258,3734,530,1107
9236,64928,22961,17184,9586,12682,946,511
53371,10294,18733,4909,6887,8442,730,716
169603,30967,1987,995,4201,3691,1610,1512
19146,54822,1386,13872,1427,2923,747,893
59039,29414,29155,6756,3317,5146,773,567
49348,31458,5246,7551,4098,5619,595,1318
26058,18546,11621,6794,5625,2944,758,779
73302,11920,3844,9100,8916,4955,1455,487
40904,12642,10174,4863,10866,3042,1733,827
147126,7186,23322,1577,12719,5214,720,633
15798,13876,6078,12165,3320,6407,1162,649
15023,12232,17244,3886,5997,1945,575,598
46071,39458,3972,3131,4153,2845,918,1002
6512,22028,5952,5558,4268,5671,317,959
145353,63456,25350,14716,19214,6784,643,580
24071,24685,11413,12141,6215,2895,1489,646
71905,39278,27513,8436,15921,4601,473,1103
20285,33873,5928,819,3471,3587,1099,288
23992,35445,16583,4178,2630,3904,1029,795
35428,8238,3673,3900,4493,3061,550,578
15631,40223,3540,3653,6741,9467,1336,479
228134,44431,19277,4493,11034,22245,1730,491
12974,31657,9199,13341,3879,14724,656,983
40050,17311,17281,5016,1850,2368,417,513
94719,29987,14710,1156,16606,2544,1015,323
52604,54476,2410,11800,19631,10413,1524,893
69295,49598,12128,15112,2816,4032,470,385
15554,5487,11189,6367,2416,3591,621,1453
12983,10192,20057,13636,3930,2274,926,1214
44933,15486,11572,3525,1793,8524,643,774
47534,21646,4410,2702,7522,8643,1531,676
41162,79453,17201,7537,1677,4864,1606,703
12363,40090,14716,4623,3418,3750,624,792
5224,31593,655,15579,1983,4843,948,993
80232,7278,4189,4261,5302,2201,490,555
23612,15486,3926,4379,4874,1297,616,1042
34837,14984,47331,2512,2930,3266,419,1274
25228,25369,28488,991,3820,3846,787,357
53051,31296,12833,5936,9113,3784,1099,465
49091,8394,4390,8487,4624,7065,1312,990
27360,26075,49926,3978,5254,1862,715,658
98385,21284,3791,5927,3656,6448,884,334
51349,26148,36610,4323,2809,1361,705,546
20298,16389,19527,15478,2561,1953,1128,1365
52835,67290,6481,9105,9019,8076,747,1217
41437,20870,6465,4422,3470,2403,577,829
72266,28361,20625,18333,8631,5366,618,1052
65523,33035,35323,10304,2302,2080,1757,469
134773,34968,17144,4334,4154,6501,1344,1066
280734,142395,8868,24471,6488,5513,1080,957
27140,10608,11955,22458,4453,2677,1016,1262
33500,9106,26547,3296,3349,3679,555,626
22331,39709,20343,17735,4444,4323,1086,899
14841,9670,10759,5892,6280,2836,1477,769
72947,61041,10505,7633,10264,2247,745,868
55908,11627,3502,311,2173,3724,1158,1048
60943,7970,4304,2616,5995,3096,717,668
43473,49452,7497,8197,3946,2278,1113,676
27141,38401,4249,3222,1280,3797,581,705
130248,42975,27386,22349,3909,6141,3696,1187
43569,77408,4523,6435,3242,7028,1053,582
36042,58771,7215,1823,3669,3031,1668,711
43277,42818,15867,8322,3423,7353,814,843
89196,13487,6542,3421,1508,871,134,110
221464,41322,12815,4299,10738,5462,1285,598
17538,31493,6617,10109,3833,5138,1174,881
14597,54593,20167,6715,4447,3910,523,766
78161,59766,26899,4676,7602,2274,549,861
36806,19295,4606,4127,3982,3613,1522,1388
25351,45235,18665,3694,6399,1829,996,1094
35861,36721,97417,11830,11525,8258,1287,636
17507,26825,21983,10532,7749,8949,1237,341
87886,18083,9595,2467,6002,1830,633,556
78218,41272,2329,7958,6183,4996,1423,849
65043,23302,4135,2349,5615,3640,475,761
46879,18299,2215,1214,9289,2693,1042,512
21639,48846,9941,5880,3153,1513,976,840
70359,23299,21122,9533,3960,3862,897,302
9911,23706,20020,19723,4158,4811,1171,1615
17197,29932,7811,946,3557,2824,1151,764
61265,48499,3219,5362,17906,17508,9033,9028
116025,20287,9962,1648,2457,2217,649,905
5999,16573,6691,24542,27639,13374,3025,2198
86048,19995,5590,20845,7193,5672,5601,2934
10431,18605,47219,2725,6461,4575,2983,1401
9741,41013,3290,5642,8842,4712,1385,1029
176078,57607,13871,15371,21603,10531,6078,1890
438580,98438,3481,3619,14978,3359,3682,1388
535691,379145,91338,107831,37764,10407,12437,3119
389298,121647,19875,8393,36695,24464,16600,25678
1549190,61042,17561,16314,45079,8724,1480,665
124780,70812,62489,32122,17400,21100,9615,16862
501756,243323,84221,8871,48174,6608,13129,24551
38276,12809,7008,4286,20987,5072,1002,1079
72558,48738,18079,7620,8186,17407,1731,468
114328,22039,10643,9496,8009,14102,1828,960
192195,26786,8004,4895,3846,5330,965,936
45415,25764,6160,2508,1922,4520,869,542
22132,31929,1572,9761,7533,2251,1180,919
56760,31071,6799,4531,3331,6254,1934,472
44865,39930,8552,4876,3485,1781,774,657
14256,10848,6850,10053,7418,1787,1358,1011
28236,67540,23485,8379,4337,1675,1031,657
48635,23744,15365,25375,4269,3261,733,410
111554,42387,4119,5535,5276,10610,2068,588
32374,16205,25378,29150,7223,5383,1807,462
40331,12255,19110,1475,2173,5002,1419,605
72339,38053,25774,4913,3099,6104,1522,1006
32231,58441,26864,14184,3083,5401,833,892
118753,46004,18435,21492,2045,8786,691,486
143975,219612,41644,18315,8981,3946,1077,381
82562,14483,3580,4467,3371,9137,945,714
73874,14677,5295,15874,9564,5198,1116,569
30181,54064,15069,4915,2522,5201,966,627
39778,26761,27139,13891,10754,4566,1121,636
26748,23413,8948,8615,2237,2113,210,632
43660,35187,7948,3899,3868,10663,1284,1065
44512,28854,14050,8771,2695,2438,2230,709
29595,24612,16232,3449,3061,6753,2219,876
30531,21592,15008,8273,4835,1552,1360,746
26656,12482,9016,5677,2440,1802,973,419
29795,8506,8661,1964,2511,4851,1035,709
24414,12313,7408,6661,3634,5728,535,405
68808,34706,7903,5376,2923,3043,1290,941
8551,53546,11737,5849,2485,4122,859,811
18931,20173,11289,3631,8590,2206,780,524
22830,9565,8228,3527,4529,3518,662,392
75561,19337,1398,4048,5616,5872,1214,634
9128,20416,15774,2287,1778,3977,1074,536
8379,27775,807,2861,4164,4067,578,1001
86020,41922,12570,3302,2977,3170,642,782
9226,31981,8684,3296,7736,2162,1082,580
86787,5313,8010,2407,887,1251,816,748
63130,24971,10357,1076,2614,3250,939,954
55137,38612,33767,6987,7522,2572,1277,668
17851,12246,22137,3163,4324,2660,908,697
33788,41527,23780,12824,9433,2357,2377,470
85267,19955,12356,8672,8334,3697,696,632
41952,52079,7497,4492,2198,3044,1775,360
72674,38142,8574,5246,4513,3098,1108,830
28201,12742,8261,6281,9088,5189,401,668
26510,7447,43999,4428,5102,2764,670,595
26432,40545,5111,1343,3558,4514,878,685
12468,30796,28383,5253,3501,2189,889,435
25885,4141,3989,7290,6792,2640,791,473
67502,22582,31064,2420,3128,2336,1165,625
141938,49914,27187,13678,8281,3082,2022,1550
67446,27952,6528,2519,16045,3531,847,613
18595,19230,12347,12493,3231,2448,1727,1006
19434,34383,7328,6727,1369,1566,2393,368
41249,42976,13029,5968,7502,1979,990,264
44970,10088,15644,3108,3381,3469,442,1079
74067,22619,6660,4833,5709,2569,1231,420
16169,40826,5450,4865,3456,4927,1988,253
11218,10225,4863,541,1592,2342,762,1080
15810,27680,2315,578,2847,3289,1410,423
142188,49967,12202,6943,4617,3542,1660,548
44561,29877,20444,3719,2042,2613,737,656
22319,48801,14742,9443,1748,1577,1441,1014
87056,36344,10230,780,1517,5767,1187,509
85511,28307,10094,32371,5258,3870,1571,433
53813,17044,18788,4050,2534,3459,1436,343
114437,18487,7225,19069,2667,3308,1228,325
63171,20586,11725,6350,2692,7299,674,629
24379,31671,30175,13095,5549,12238,2567,1038
51656,25280,3491,5090,2912,3039,886,846
28260,22684,7724,8764,1229,5073,558,710
15988,21137,23230,6372,7567,2880,1073,791
35933,11604,6887,9663,2371,3220,796,897
4739,50650,6769,8632,3508,7094,1172,417
135870,8105,21271,4198,4315,2596,690,706
40121,18479,9704,3119,4527,2257,1289,684
9798,46379,8049,8802,3839,3982,2977,922
25698,11217,2693,7626,4417,3425,485,2100
26825,21291,3786,6900,2807,1675,524,635
45964,4772,10068,8788,3077,3846,1802,395
47243,31752,3011,4255,5550,3253,2305,790
15956,28509,7670,12594,4286,2265,470,366
19120,40697,3644,6804,5734,2679,1540,818
27162,50424,4622,1306,1201,4349,626,419
70902,26043,26191,19500,4728,5256,1092,446
33930,20457,19157,5236,4143,1911,1314,1346
20221,18738,1846,4999,4431,3882,946,398
9066,31234,1263,4497,5390,3087,1103,1377
46718,11942,29535,44565,6032,8352,1979,719
15556,23327,4116,2029,2633,2971,672,315
37511,23005,11464,5928,1852,2406,737,802
11929,26544,5812,11941,2362,2482,1592,1113
192907,99522,13624,13323,51039,18185,16163,11290
21104,30110,7203,15569,13928,2899,1414,484
26809,32953,15380,8352,8786,13026,2980,2441
32322,18284,1071,4897,14412,4181,811,809
21640,31802,10003,9323,3240,3504,717,684
30628,19654,6452,16554,15655,6653,1232,865
20446,9054,23648,9502,4413,6922,573,414
26336,15329,5138,4578,2330,1815,1806,556
16666,29076,4387,4942,2704,1627,1041,508
25120,13161,2546,2466,9246,11649,1212,484
29289,26468,6856,8832,980,4910,680,880
25623,41416,11379,3025,7759,2164,1527,787
45454,48419,32967,1719,7038,3136,1030,595
13450,15713,3829,3083,3961,4546,2996,814
13435,35373,7125,3872,3772,2691,1072,874
26076,49464,8837,2510,10541,3543,1166,376
53568,9823,20115,6817,11364,2086,1249,693
71667,11851,2751,2419,11604,5582,1427,893
25633,18710,4446,13117,1507,2849,891,1874
3958,10318,3695,3631,5381,3074,1327,303
8339,20679,7108,9661,1244,3256,915,352
53960,17279,13045,6852,5684,1909,2126,474
18964,32083,11637,3067,1698,1614,1518,1522
35984,10362,6355,4231,5747,3579,824,528
21825,6885,24256,6452,14536,2701,1050,639
13441,34010,13358,6916,7788,3561,678,270
12682,32288,11737,2048,2875,909,396,461
14606,17476,26624,4028,4745,3920,603,577
19637,18608,6068,2202,2730,2680,707,463
66868,48480,10876,2377,7074,2745,768,488
37253,25035,49532,5582,7297,5561,1128,887
31815,28986,10255,20599,11331,6484,711,374
23286,16982,6221,3499,2617,5432,4213,1422
10527,33842,7296,14721,10339,8225,5934,2651
47545,13229,2795,2961,9819,8428,4758,3234
105408,73666,38779,15280,8204,6338,5114,4127
32186,25000,13064,15288,10393,11342,18976,5433
28077,19928,8060,2515,2444,5731,3017,3780
28444,28305,5246,5442,4370,5223,4007,953
57047,10173,14439,6268,7945,2961,1565,1704
24079,16172,7290,13270,6200,3156,1624,1014
31270,59436,2100,8871,8073,2061,521,872
16555,17436,15579,3582,2676,3534,1070,971
30086,8098,10248,3438,8126,4294,1763,991
33483,11162,3378,3820,1972,8297,855,704
20814,40310,11291,1935,11509,5963,1667,872
58522,35321,7957,6118,5029,4479,1246,1478
22098,14366,4612,3715,2421,1840,1970,345
20655,26417,20384,1208,8440,3183,760,455
16595,11071,5838,8558,3829,4283,1954,724
11033,15833,11114,2702,2069,2837,1807,490
20783,16735,10176,6251,4532,2058,1129,894
11274,12394,11367,3094,2448,2804,1564,2162
83167,13901,7139,11272,6775,11557,2860,442
49134,78420,9097,27179,22485,7632,4020,1275
1758653,193790,73270,25483,55868,25644,17101,27746
242937,90921,24226,29281,6190,9144,5749,7183
21053,5285,15725,7863,5184,4603,1811,1371
48743,15600,11277,4054,4913,2105,1048,1161
36756,8691,1792,10497,3414,2010,2450,3444
45389,24880,11427,976,3995,3097,3265,948
15801,32416,28040,4558,3262,4543,3100,1325
30846,14179,4388,6861,970,2619,2017,4150
29751,4923,1833,8845,4020,3480,3428,3026
23355,23832,4993,3173,5708,5135,5630,2310
278926,49103,5209,5767,10009,10828,3908,10364
14353,22501,5950,4587,4614,2981,3268,4673
30998,23958,18714,3397,6884,5412,3320,4085
30495,32316,43703,19520,4625,4437,2074,2077
5694,16907,5692,1866,2193,3658,2761,1897
40771,31072,6283,2287,13389,10165,5848,6745
175934,272032,26520,27943,77909,74383,16836,7957
813790,466162,248240,6732,11440,90532,9168,39648
1903652,2206633,594429,516233,128263,145355,65115,57692
1088198,67677,13988,22879,41362,48907,37731,82497
18681,10807,8588,3410,4982,5365,11408,5597
48023,74147,26153,13281,13812,23748,7047,15074
94857,35031,13591,7073,6694,8335,4687,3673
20031,31475,18179,10011,20548,24460,21177,10634
37238,40846,7478,5668,4098,5937,2285,1298
6007,30818,18398,5940,2056,2385,722,1952
9449,6319,4140,7559,2853,4652,1578,1577
74439,47151,18972,7004,10336,4397,1677,828
105545,24214,6836,3766,3520,1987,1568,1149
46693,14512,2351,5099,2196,2469,1135,858
55900,50819,19771,6275,1100,3187,1792,486
44559,6038,15061,3159,5176,2231,1163,552
12679,44470,12469,2284,5399,2265,1988,934
27057,28709,24132,4164,1811,4863,1167,685
39874,54318,25616,7023,4568,3033,828,801
10962,14345,15773,5018,1085,2344,1056,642
66716,23924,9939,13709,6606,4651,1576,1892
58993,20637,17574,5051,4431,1819,675,965
75650,23656,7815,5551,3276,5490,1180,747
43795,24346,3410,6285,11419,2006,948,686
8344,25012,2812,7025,4611,2391,679,1241
64106,32190,64827,7631,18593,2784,1144,960
73596,38513,6439,8902,14376,2721,760,714
29191,19336,3479,18821,2576,6727,392,343
33833,16479,3747,2940,3258,1846,595,560
42851,8508,5356,4473,3877,1649,785,628
60247,27225,10506,4784,8591,1244,1095,247
18360,56238,15090,8035,9280,4765,1236,677
14246,19583,31191,4928,2987,4295,543,1179
19271,58516,17036,8263,3785,4347,965,553
24881,35069,33599,2302,6747,5273,640,825
16232,20433,21132,15225,7832,1674,470,609
15579,60933,22573,9609,16916,2449,809,609
22385,35159,48425,1807,7390,1500,471,978
40933,28613,5041,6044,6375,4479,426,404
23409,26229,2059,4212,3966,2055,965,683
27402,12702,2753,6785,5886,3241,441,420
24834,14543,6804,8869,4142,2139,896,730
38749,20916,8613,11168,23209,7852,1385,587
16372,31642,24239,4503,7607,2679,1986,421
10063,13766,1547,6127,9639,4879,519,610
58477,91696,20533,4630,6126,4123,672,400
7737,39417,17125,4770,1952,1958,2054,428
53180,39425,29958,4753,2544,3004,1006,577
6738,17596,3825,3423,4197,2949,639,454
25348,8957,23695,2949,840,1724,2180,825
33831,36807,14250,5795,4213,1396,935,460
13692,30748,25690,3738,5408,6220,926,1003
37072,30667,11174,3749,5670,3250,1075,138
35741,54473,5229,14402,3148,2770,658,539
76884,56019,24976,9311,9036,7507,1245,644
58613,46846,7449,6242,8694,6397,1168,765
47803,8198,26166,4715,1887,3164,925,862
42006,10722,25095,4534,1355,3088,1278,576
54820,51599,36133,9509,3956,2724,702,465
14629,12691,8989,6884,7543,5317,582,1016
19141,30572,25601,5230,2246,2475,921,485
20801,12290,7652,2325,2892,1588,1175,498
25058,17523,5115,10125,3838,7103,1050,811
12570,31748,9839,5069,3348,2444,974,680
46547,34042,5416,18765,9011,6511,1424,307
18747,66240,25906,35090,6022,18782,675,937
67521,22314,11664,4944,7773,4950,1298,1402
96475,27378,29420,6953,5722,6881,605,632
10157,36375,3758,2360,6265,3224,882,756
26845,38463,7633,7198,1379,3727,1146,386
33380,100297,68898,2576,2777,1983,1494,1190
26393,55905,12105,2632,4820,2067,835,1258
111066,39957,15133,2456,1954,2263,1344,844
3519,29502,18730,10910,3566,3342,950,1028
33520,83724,5079,7424,15119,3958,585,1308
53202,15242,18392,436,3898,2430,1332,573
28424,54943,15499,6588,6818,2985,614,829
28467,13855,9979,4637,3862,4437,1086,684
23283,44306,21773,4081,3610,4562,1796,782
52857,50846,28297,4242,4425,3153,313,550
38427,4154,6373,3201,1852,2161,1185,675
73854,9333,1918,8911,3613,8657,2055,653
49449,32818,13008,4962,4754,4145,1607,698
25234,37493,3385,2978,1847,4892,341,805
14590,37723,10873,5240,3799,3016,879,513
99388,35198,247,2701,3854,9199,1015,395
45170,31400,28644,5564,2402,2388,529,604
31750,37870,10674,9056,6565,3663,740,672
43554,11147,5814,1839,6092,10917,1152,381
13222,82983,9319,15667,3223,5920,693,806
17088,56187,15021,20030,6409,27066,1307,1250
121481,19609,39710,7157,4803,5821,1560,957
13510,16544,14329,2316,2312,5037,1026,888
45037,13546,4398,1092,3348,1660,2084,1005
8843,61062,13454,5183,2509,2780,1487,315
10995,20697,4142,13201,1131,1728,1173,553
46879,7895,7783,12334,2434,6032,704,1160
18886,42093,16757,5201,11701,2890,758,709
33715,21062,5733,2065,8442,4802,402,436
66627,28364,3201,7380,2033,2181,1063,459
36465,26312,5312,6822,1374,1373,1013,461
50489,13699,16285,3447,1105,3470,759,414
19884,25591,6648,1737,5230,4268,1465,1196
650877,21033,23242,8663,6079,3596,612,2179
31832,13551,18869,5021,7995,2513,944,629
29715,34755,7811,9524,3314,5604,649,905
33298,18365,7355,10870,4243,7964,643,361
21968,7549,7136,7172,4730,4219,1671,965
130453,36429,735,3303,1927,2878,1048,935
3446,13166,7711,7891,5551,1428,1715,687
64540,68899,3382,3567,2546,1820,251,170
50994,45812,26600,5631,7132,3726,1091,765
46706,6438,6971,4936,11952,8967,1366,615
5523,21700,4607,8727,3596,2829,892,668
68350,20115,4770,4528,5468,2685,476,638
24134,33699,40809,18018,8294,2386,593,699
21864,28424,951,6993,2261,1863,798,692
35489,35926,9393,2310,3456,3133,740,660
7418,19711,7764,10141,1260,2527,686,1026
23153,35892,11883,15108,5233,3260,843,671
9514,15397,2988,3891,6676,3173,715,1012
44089,52818,41201,2396,8199,9101,1105,313
46757,19704,8936,7686,1897,2539,737,1053
