delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
74621,120535,112359,83497,7541,4876,1404,460
101788,60938,3900,39036,5245,5666,615,891
158692,65770,14003,18797,24054,1711,1122,792
203089,36651,37246,73848,6299,2462,796,603
85233,18881,4578,56778,34593,2850,1037,1211
210159,49134,39263,21666,5333,5133,456,1228
180092,79080,23632,19724,4568,3670,869,910
39597,15946,45505,49012,4461,6765,1034,425
320395,130921,5305,30636,2943,5444,427,1044
107247,27567,15408,12950,4880,2244,527,497
29933,41578,32619,2408,13240,2694,927,1062
209344,14072,21779,27819,4767,602,271,244
300800,63775,39805,28369,3188,2511,563,316
293410,54966,11799,7479,7399,2438,889,507
77052,80943,13685,19253,2878,1245,846,670
221152,102485,6833,3886,4531,2610,1216,990
189267,164283,22673,31703,38874,4146,1127,1225
77110,71657,22901,64469,8766,2199,1074,457
113257,26700,36214,1254,4182,1482,914,428
61132,60986,6087,2384,2064,1494,773,1280
68382,192759,6865,30746,6342,3941,672,440
223668,48269,44522,31866,3471,2534,470,993
213258,135057,7112,12591,2235,4384,676,390
102033,36351,25474,24684,15160,1362,939,971
66899,65872,22803,33897,13145,3336,1454,1159
348728,150879,8478,33721,5156,3745,2203,779
199047,31470,14820,11026,2366,1342,601,208
418009,67524,35679,19818,31763,3084,567,837
34797,36520,7041,24079,4665,1636,609,757
122280,48381,12912,66156,8176,2372,1424,1112
71867,118847,19147,10889,6124,2269,1597,979
85087,55901,22120,11855,18401,1667,763,920
75463,64128,36726,56744,9310,1683,386,377
110445,82946,26206,28245,2302,1691,602,643
391091,80577,56485,6286,4555,4128,952,453
316403,148090,5384,30875,12295,3259,1039,1163
28540,19228,26390,73815,19361,1726,1050,574
51292,66443,16336,15618,3043,2602,1400,856
32594,52951,15736,23301,8387,5233,2239,1267
115799,43718,16147,14220,4177,5259,980,795
206350,93843,22431,4499,2946,4243,686,1176
431809,175715,16576,20132,3726,1034,547,442
65564,27331,12569,29207,2646,3805,1404,446
91385,79530,29175,3397,3312,2290,900,440
29855,41501,6836,66921,8175,2705,917,1012
80753,99605,57781,19001,17470,2410,1331,718
83184,44990,16181,43628,9040,3681,1641,1134
68817,176489,47578,72136,9106,4896,1532,592
262778,95294,28180,21514,6099,2255,1485,1451
457129,85914,8285,29657,31288,2689,673,470
280002,58371,82561,36512,22967,3029,611,483
392792,80582,37573,14815,8772,1400,795,422
75536,65580,73100,69943,8016,4018,1289,1094
515431,137228,11615,43565,10989,2231,706,1032
378013,15909,28138,35763,3560,3319,790,749
116186,134526,33421,34012,19340,6856,633,588
234075,404748,7376,5971,11240,3580,439,488
147169,42290,16952,16600,2026,2216,2532,398
497729,92551,23627,25776,30453,2184,391,1026
143212,51699,9939,84488,3933,3840,653,435
70332,37193,19380,19157,8765,3727,1231,2233
138353,45349,9283,8253,7532,1476,1546,688
215906,52475,18572,93784,7629,3118,1058,906
127682,49347,640,6925,3789,3330,1364,1327
212587,52485,4885,2992,3645,2851,1917,787
82023,58941,25526,7816,4250,1345,573,897
58639,101914,41430,8198,7147,2785,785,698
475213,234800,5776,30247,9490,2025,1074,451
193993,100518,84790,16525,13403,2847,767,469
468729,97860,14480,8948,12457,2129,1175,360
38854,54538,9936,18311,5837,2052,614,571
65531,164298,13277,3606,1007,1579,787,238
228858,166984,10904,47685,41306,7620,1471,1940
1198461,150395,108081,25823,7019,7494,1026,372
521037,355840,68469,17285,14180,1161,1677,845
449770,87643,39267,22690,16802,2304,829,320
131727,91205,34076,9222,6770,907,592,515
50997,38950,2320,12208,5224,2100,1174,600
78641,141871,75691,127111,21499,3737,1493,441
650881,65836,19629,23799,5281,1556,766,1014
214866,46059,14546,20944,2633,3481,860,355
99747,36264,10990,6505,1199,2169,849,416
233752,178110,10891,12494,905,4708,668,828
170066,62042,23619,12623,3786,2160,1128,518
224102,74565,7010,2936,577,2160,395,565
35526,33871,17301,25706,1427,2323,915,381
141368,52563,13935,14578,44811,3317,361,636
291053,81614,29036,58473,6859,3405,735,1062
208210,170702,5444,9134,2501,3397,747,494
206166,107355,17948,21379,10467,4030,1020,1213
122563,38589,6727,6655,2319,1100,381,131
305234,105480,7672,6431,7711,1342,477,430
113091,60275,6058,12945,7283,4008,570,419
31881,19276,13441,4433,4415,1245,733,300
161329,44040,26237,9355,4620,1057,386,340
823670,33031,16254,35202,31744,3791,899,835
130255,38203,38285,51665,5368,1364,659,894
82806,34274,3464,13928,1607,1815,894,1407
88428,191616,6822,15574,11872,3327,660,760
35165,78070,22154,117742,40147,3959,360,710
31099,35359,6841,25050,7541,1568,839,676
74954,41687,104758,39416,8872,3994,1358,1313
254456,96140,63023,61379,51269,2784,1832,1233
131670,75899,33792,33889,59698,6887,721,1005
508692,192289,2875,16527,6619,2685,575,1149
86916,25646,14996,49159,16829,1001,542,798
91060,63729,33389,3501,2954,1096,445,781
245573,103873,52466,24158,2189,3376,349,680
54029,28158,4969,17705,7633,1066,612,850
277008,31788,21996,36112,4157,1503,1137,1300
168422,152832,5983,31732,8151,2787,1106,585
525694,52185,10368,206816,23285,1165,630,763
260607,104419,97326,38531,12769,7049,968,1583
177735,150133,16138,26696,3035,2381,2094,483
107566,11737,30612,6424,3882,2124,1005,477
98667,36567,3129,11731,2643,2314,717,418
188397,84303,8684,85938,8592,5291,1235,1857
227419,81395,18703,8633,5185,2278,1319,1073
124197,80142,25901,9223,654,1444,445,378
42174,30120,4845,3834,6007,3106,831,878
55897,83946,3451,11243,1693,2397,1293,517
123455,47815,22336,12889,7223,2870,619,523
448507,101129,14291,30516,48252,2458,892,441
110894,19645,13351,24240,10047,927,236,415
190717,271861,17526,6702,1963,1637,646,404
64573,60521,44934,132554,2614,1820,823,1042
146360,140219,16922,34831,8520,2180,531,433
382296,186437,35743,22180,1744,2204,1959,537
71136,38099,14783,13539,10622,1811,473,720
278588,61137,43655,15460,3778,1847,413,764
340593,51832,15860,9260,2529,3942,577,531
162128,40809,13394,46592,3482,2610,511,824
164239,38162,8227,33416,7274,1400,451,567
279972,57662,9289,35925,4602,3797,680,769
61192,29095,26825,30922,11310,1023,642,1061
19987,57385,10597,7512,6670,1133,796,638
277249,70613,24761,10671,8988,2476,212,502
198686,36579,63895,40547,6852,1115,709,667
152881,44366,34237,12669,9816,5158,935,579
565045,33585,43020,77064,12563,5113,1652,1321
120106,233885,12661,6202,4033,2004,838,567
241732,51997,52404,15467,11969,2153,1790,1157
79159,166656,24429,55604,24725,2043,703,834
176807,84681,4485,33734,4485,1725,828,474
343143,49684,92246,67536,30529,2007,800,756
211237,53036,9738,11226,486,1462,776,582
358441,50333,18538,143095,67270,5793,777,787
121553,45065,21393,34623,10554,1608,797,398
214422,94594,35626,22262,3951,2060,506,1305
101018,45193,5006,6395,2424,1395,635,638
23888,91067,6091,39700,11403,3435,266,838
57082,93147,9031,47620,34283,2821,605,569
329078,51812,26079,15754,10360,2135,650,852
154754,110958,19893,5308,7048,1773,1531,1573
137373,48684,12242,15332,3767,1761,1242,506
172926,115006,77422,40274,64919,2219,1863,1028
196414,18697,41770,13622,6865,2472,700,468
308762,64673,44409,5426,3490,3330,392,631
235284,174619,30987,34480,8119,1100,698,446
108020,45305,15834,16857,7571,984,292,201
337104,45122,20563,37068,13050,9695,3053,1274
211214,83989,23926,42394,72451,3033,1974,878
380512,118939,39433,24433,2388,2297,234,418
338645,140058,60813,29006,10282,3216,1085,1573
1281651,115500,40547,29970,4977,2789,650,378
162036,26686,18154,23750,1289,1274,547,566
534749,66123,19397,30407,6257,2325,388,896
74988,33951,31042,7941,4661,1832,1203,719
70997,20120,70979,27747,1902,2488,650,781
163719,18219,10905,21425,5912,3076,1210,503
243257,27397,3284,25115,9018,2718,622,290
103026,10442,1589,52313,7878,2444,792,1219
49271,43615,15746,35700,3020,1339,1192,798
150465,41834,11231,34058,5964,1957,1477,467
266235,42722,17359,9281,5214,4001,1015,512
39111,26166,13749,8885,22166,3101,1055,356
258970,13163,18405,22657,5607,1463,1290,495
359248,69078,25312,235812,31929,2559,444,901
930570,72801,43196,37248,6674,3391,1063,785
99072,47664,20952,39734,3887,1674,1551,1577
39468,36618,20777,28928,4311,2265,836,469
147908,60894,27007,41950,8813,4088,625,581
112268,64897,6154,29743,4922,1711,785,533
110423,117101,9815,26032,5142,2562,755,362
134446,161763,20611,62530,21454,1598,614,471
281884,40606,11493,24022,11713,2384,1510,422
216153,131179,105439,35010,3521,2006,868,537
136509,103585,17818,64216,23212,2204,954,296
202351,87816,58779,31893,30877,2314,1224,892
264869,68295,37691,14625,5841,2581,246,427
135327,72207,12419,16077,5104,3819,1167,702
322023,116336,32131,121416,11032,9963,939,830
32324,36429,41250,16477,6969,1770,500,553
131635,89890,20536,13340,17219,6916,2438,861
164877,136567,36372,13863,7899,1419,1819,537
134725,60327,32109,15366,3328,2146,1766,889
83616,152246,14821,49419,28399,4880,1435,627
104179,84060,74481,41637,28656,3325,1251,357
178630,135430,12089,14627,9449,2533,1536,871
330336,339936,100521,29945,13175,5910,12611,10242
425511,56899,16813,21113,31576,5607,2300,1658
384149,41990,8482,10045,1314,3609,526,557
137701,32856,9458,18793,3031,2144,590,756
330878,60596,13242,12607,6552,6378,1392,1652
123712,90811,17838,26323,9414,2014,825,411
251611,130823,24212,15262,5634,2240,1013,952
49845,61725,14587,61839,13449,1183,1793,466
267807,218688,6569,4659,3428,1574,389,665
1726978,91124,49436,108987,24116,5080,1197,590
293187,38011,27607,23895,14481,4787,1292,930
72248,31706,4364,17641,2205,1450,996,387
120754,55550,9237,16612,7540,5182,1395,1071
180261,281454,31478,18527,5293,2447,663,630
167835,34445,77644,1627,4089,2776,444,2294
541923,201068,12708,68270,23493,3751,736,1254
420873,19880,4799,2479,1187,1995,591,1101
168522,161865,49546,3482,3006,1958,903,882
324645,38265,23867,21952,6904,3706,319,288
76995,61909,13650,51786,2736,1713,683,460
262533,127563,52609,34588,5168,3308,859,676
185906,27460,6036,14665,7677,1407,1116,698
120625,88822,11971,16542,2890,1077,1449,1192
55751,9331,25253,8909,8354,1996,386,1592
72948,26460,93719,86332,17034,3235,972,714
291777,57400,42668,38147,3631,3350,735,470
311756,70723,32025,27319,4140,2460,669,806
252964,56549,5990,43203,9145,3564,1826,375
217255,34518,29859,5242,3174,1655,524,1215
237430,56825,21600,26126,3974,2558,506,753
244459,36706,46891,14556,5211,2538,1126,864
148750,37572,27984,8478,3946,2538,407,980
91975,126500,32474,7836,3754,1248,1353,779
227849,126005,9820,47899,7149,3749,1236,1257
490636,23529,16198,29578,14684,4328,1605,824
67692,47678,17007,8702,1750,1884,1117,733
112772,366698,32752,13613,7088,1511,862,742
69781,77840,19007,95054,6326,2085,741,840
131472,61772,39274,5306,5087,2444,1280,896
44918,36700,6965,10077,13315,2793,1463,473
273197,76195,5575,23626,4468,1587,811,893
105268,121349,35024,22702,3346,1505,300,914
75769,53039,45762,13216,21023,1578,2320,554
151097,123348,36897,13289,12890,4127,995,718
197133,43857,19797,10322,6918,2789,2901,767
84071,141514,45383,8705,7234,1944,904,1422
68449,80000,3671,15568,7917,1493,630,193
465964,147007,2992,21425,7359,5741,857,644
91613,31217,6189,15909,3598,2913,1091,1158
163401,20611,24714,8784,12297,2315,1374,642
376285,59492,25121,24235,2707,1767,864,845
10780,211646,28825,47750,18762,1887,1020,653
149784,76471,11201,25464,8705,1100,1547,727
59399,45597,31234,22309,5373,1597,1401,1292
120273,31875,9188,41661,13496,1312,1194,665
196825,172627,38469,6156,19122,2053,488,789
104781,63735,59472,59854,3468,1450,568,891
139234,37037,15890,24633,8509,2309,779,702
130340,58488,13055,44854,13311,3508,588,565
270177,117255,5465,2236,4966,2515,657,1261
223101,13095,77070,19043,7769,5348,747,1246
200714,90395,5698,9935,10040,3064,744,1062
258477,56682,5405,121156,60876,4336,1139,1246
147563,84755,40367,24468,5357,2384,646,611
228432,15866,26660,27593,2665,2188,1106,522
118333,139313,29205,15704,1602,1442,815,612
245853,252286,36681,60027,4857,4758,1297,523
166333,75593,29994,4867,20711,3191,1316,1338
79537,77032,4159,8650,5435,1394,732,626
404431,53619,25331,134336,12042,2827,1017,862
46308,75624,4515,6749,6774,2512,1221,1256
103835,58182,10459,5949,2276,1575,488,1266
161155,84331,44678,73005,23310,1961,685,990
199169,202352,13172,78859,1577,1032,391,507
149286,234485,9292,2202,4697,1563,606,313
163462,77218,32146,5414,2845,3231,903,1451
210908,134650,31351,5098,5080,1571,1262,996
414737,231239,48577,10435,7405,2933,1150,1342
356385,47920,4193,21693,2529,1302,1510,296
157230,69429,24809,9776,1572,1534,335,527
429260,67520,67902,44119,9014,1843,1058,979
927926,85657,47735,5954,12773,3075,1122,948
138265,123966,26301,29230,8196,1775,804,1204
82595,32546,43899,43663,34612,2929,588,722
362012,191189,24555,6262,36547,4821,962,1026
79472,107049,20541,6483,9962,2237,670,602
101965,50813,12032,7634,5313,2845,1041,872
93554,90164,30025,2589,6191,2695,1860,374
39751,52162,3521,3593,6219,2669,1150,435
223058,34902,35254,8600,2737,2082,1063,1166
278664,68600,16898,16469,8660,2364,669,651
7519,79314,68094,17035,9382,2481,1483,1195
112028,52352,27579,26234,8890,1525,2595,595
164943,55514,96561,36820,21628,1808,573,629
252920,60467,8611,39952,6490,1173,794,1043
139138,36290,54223,7352,3079,2804,491,787
60990,46907,112899,17041,7418,3145,1010,360
277442,41211,65738,15454,14264,5295,1126,777
333482,13504,31754,56434,7991,1476,500,655
182559,14134,16459,5403,2016,2228,1573,1695
289693,73197,3186,4940,1379,2453,1104,601
89322,32967,28581,102448,9515,2794,864,508
603754,236144,37156,33912,13055,1761,1049,598
263193,47842,84658,62981,4548,2384,524,561
213430,92053,57667,24944,8765,2519,819,515
45280,28640,7617,14375,2949,2699,788,1057
252466,48897,22255,3606,1163,580,328,274
74338,90023,23481,8466,8562,2345,1506,767
92185,67954,61613,42989,26497,4375,1685,674
171377,14639,1730,26881,2333,693,439,108
364817,27688,41846,34086,16869,2681,621,955
92390,187580,6034,11113,2719,1243,796,1359
204952,75558,20160,66934,7424,3894,1091,388
70713,33952,8434,33866,3847,3385,1061,770
348056,83563,13314,8271,7934,2202,1142,981
579439,428644,78528,22780,25107,5345,1154,486
609675,51041,23341,9790,7473,3788,931,885
24412,31501,16354,20807,1858,2653,857,326
115604,39283,14889,27358,2101,1518,753,893
154226,82942,5115,20739,6301,2081,1862,575
120224,117979,6375,7685,6078,4383,1300,791
170218,99554,42162,30194,7799,1658,714,596
89109,23361,33961,95272,12342,4551,661,1019
229802,20526,10040,29764,6395,2375,1870,629
342165,186752,18171,21317,13653,1642,638,1280
181575,33423,9039,7611,3750,4571,1466,801
144057,42619,24829,412,6898,2302,1054,832
221045,20349,10512,12289,2125,1622,765,318
228369,203564,15291,8263,3023,2100,1344,1405
1067430,81102,14939,11800,5125,2499,604,394
255300,51489,48616,16485,11673,3773,889,842
868247,87139,25380,6110,3702,2120,1057,422
627458,22974,20818,10883,18119,1610,624,466
205569,408873,28954,9071,3585,2950,906,749
122535,198335,39049,40361,4977,6234,1261,1293
172782,210898,44497,13163,3655,1774,464,842
358531,196938,81199,55411,19969,1822,942,700
463585,55642,33830,61365,19491,8279,1886,614
163900,172264,28427,13536,11462,2772,793,596
1397078,20967,48676,38344,15908,4432,1121,463
396019,211007,46342,51735,4334,3878,960,1026
98393,17752,41704,9204,3681,1757,983,780
71781,64531,25337,25280,8537,2169,222,606
486531,38324,6686,13984,2236,2452,1068,467
516251,83311,14530,164248,3907,2087,1271,1834
223710,123800,7041,17986,6697,1869,721,1169
213151,58844,10716,10140,4231,1493,1381,598
81518,66535,46098,37207,9361,2066,851,866
182358,114932,6010,19009,13605,3489,792,800
86240,54957,7242,11035,6492,3275,577,1691
91520,25101,1195,11201,3961,1475,820,845
178786,40141,12885,13356,3106,5679,730,1040
151762,95515,1259,7168,1491,4482,624,1232
456469,144657,18536,64765,39567,2663,1272,499
316120,65212,37511,7841,6349,3876,620,353
108797,118291,5962,36198,3929,2313,546,771
104474,89729,15328,13263,1603,2744,1148,805
541172,110313,3100,17800,8641,1921,1277,315
213526,60847,22551,14831,7336,2156,1514,712
96658,66671,12491,33063,6671,3856,1047,431
271976,95738,56481,25158,5034,2264,488,798
91520,58400,6719,8440,6735,3104,1094,894
164642,26588,16395,30342,6839,1358,1523,828
59197,88804,23951,28756,6696,1455,1422,566
197646,226459,4908,14164,9775,2562,665,402
125505,117038,19339,48892,4803,3151,967,812
626271,188264,20901,37494,2645,1464,531,470
94506,153979,15599,44366,3684,1597,700,342
209208,6527,8237,19321,2412,460,415,173
412527,56129,55603,13523,8871,1429,920,512
226659,101038,21548,5951,7449,1283,411,611
256759,80170,10338,6264,6845,1390,761,415
106983,32184,8161,37290,5331,1108,757,1125
148017,51958,43397,6790,2950,2548,418,642
532126,92280,39835,89272,28305,2619,824,838
284087,57064,23125,84081,9691,3507,1564,1018
324527,123588,20420,12177,16994,957,746,954
144029,59119,35856,48217,6706,5402,1137,321
438570,49343,13276,19608,2149,2994,767,668
187073,89775,17075,58087,17136,4561,939,1362
99602,44739,69004,149346,11462,4630,1370,367
72841,44568,6951,4899,7983,1315,841,1023
153540,28204,13750,13821,1072,838,832,650
335183,220582,26898,54791,11107,1305,559,952
189557,235589,34752,52767,15209,2884,967,581
253175,6930,19580,25821,4710,1342,1449,590
261447,128708,60165,88257,36427,3510,589,534
222921,192555,41366,80730,6801,1916,2024,694
54958,41718,22185,42955,2543,1639,943,623
390806,544304,14351,6247,8280,2941,1169,1008
214186,192799,87379,28271,23398,2647,2218,959
573782,77303,2797,20572,5859,2392,831,1001
260321,94006,135926,95159,2707,5399,764,412
306054,31667,43818,27513,28055,2973,1526,1077
54406,114290,95325,22541,3616,1633,270,541
204374,161413,10483,31520,14426,1027,780,377
81630,67742,16509,14931,5015,2008,1547,1019
182774,94463,18814,24166,10365,3300,502,756
165761,50212,72502,48775,16155,2627,1408,548
584958,71809,47149,10008,3561,2367,1067,786
763076,106904,55575,25341,22119,3165,919,640
89623,82623,134870,89101,12860,1510,518,677
59087,78601,37303,39706,3166,2428,1030,1100
22189,128467,12537,62397,9786,2616,849,851
308879,73198,68949,23225,18865,2696,549,486
185057,43542,27229,24540,5887,3849,1179,1031
81441,23664,31133,26188,11252,1414,1059,327
98634,25254,17884,71889,17746,1759,865,447
202090,73317,12643,53530,4492,2569,1024,460
137560,47186,9628,16376,5521,1764,1155,888
147788,62585,8180,8712,4603,5302,1216,872
61865,81813,52632,63865,6434,3297,2461,596
567247,95378,44119,13446,1936,1728,823,1099
197856,62198,8957,128460,2291,6395,795,567
366746,66562,72655,38674,3927,4042,760,713
155667,53493,2993,6320,2760,875,343,555
112535,25492,18657,8422,3350,2134,604,571
44846,121038,21666,16337,8841,1251,939,684
158415,166985,1887,178873,47798,7138,1807,975
200792,43594,36888,14540,27520,1680,830,1042
69249,17838,9351,11311,1428,1058,239,209
458493,72524,7108,13500,40823,2432,1409,665
137084,70812,60949,13840,7757,1988,545,1089
309715,239878,16211,23412,39814,4960,536,474
213246,80130,18922,105368,18965,6689,2091,542
179806,67433,12119,9259,16459,4093,3095,1586
349821,62061,9658,43443,5468,2090,791,679
30051,127874,22450,3843,2773,2825,604,1071
74192,9263,7350,7927,5205,3068,438,594
312506,327483,65740,20488,15350,2084,614,1976
126330,95609,8402,57678,4559,1677,1210,582
226778,137207,6086,9497,1778,1569,877,866
142011,145844,40265,35289,6518,2253,716,713
343916,59509,8341,13615,10346,974,699,580
213392,201428,12680,5402,2484,2690,692,613
181410,99226,25976,20054,4343,1782,916,438
508756,142468,59718,6993,14371,3783,1304,931
216443,100868,7106,11684,8355,2730,1857,441
252408,59718,17497,26064,10283,2411,638,577
81037,28240,19349,6878,3720,1123,730,961
64154,99519,17380,32107,6346,763,825,593
143727,36640,34189,22860,10565,5886,1280,380
205066,52600,25496,74742,68204,7693,1043,595
451224,93111,16339,23713,4752,1105,490,521
193343,277578,11996,3418,3814,1753,660,752
232182,111394,15790,7706,3765,1636,554,690
39456,69754,36794,50818,8298,2238,921,639
222743,78619,26435,34144,44854,2628,1220,951
668833,257198,15982,115276,6425,2126,1102,1268
139510,46721,11224,27483,11225,3147,1102,401
345220,51792,38013,41171,12869,3859,768,596
252199,47648,17329,27474,2702,1727,289,382
223588,191995,42102,8482,5979,2380,1009,533
220759,131794,29727,6801,18365,1239,902,541
143689,27864,5938,27778,4409,1614,1353,1367
111394,135112,1546,30210,2516,1751,1790,399
243744,289561,34650,22804,5618,763,1030,1017
80621,120234,52433,35623,4119,3177,610,856
1418074,325481,35223,16481,5776,2995,542,465
128589,78315,57665,203260,6501,3106,698,429
67274,144208,10808,8515,7635,3969,1290,537
162248,85089,39473,60918,3909,2695,1692,403
126247,119611,8057,8537,8035,1577,488,1372
75484,11928,8462,47444,8013,3014,750,362
63175,82752,29443,6349,2948,1383,902,913
181782,41917,8359,24459,4828,2390,1052,586
500859,78830,31481,46659,30993,2301,1036,814
286970,175889,14292,7717,2390,2916,512,633
224847,66898,13973,25939,2970,1857,867,413
149649,28290,18477,39168,6275,3740,652,519
177521,67833,16836,4518,5316,1268,557,561
239442,153762,57229,20070,5561,3445,948,470
102212,22493,17399,7396,3469,1972,1123,483
286156,72180,33979,17841,9466,1698,438,1034
511169,201743,54884,42504,20084,2659,731,245
25230,54457,28049,226226,30569,3046,1038,819
277068,59631,56115,2263,2150,3173,805,533
60062,129219,14100,7812,8629,2887,1131,1000
127561,102574,15662,25776,3551,5373,808,1617
93984,37586,6950,45945,10432,3603,317,560
294490,68484,66560,50391,8103,1662,1059,471
159398,55146,20517,6639,5684,1965,410,477
877307,42309,27224,138086,37458,4183,1155,1453
479258,117255,11468,37060,1523,1430,864,384
126358,15112,20584,11972,7138,1705,1008,1503
87795,61553,29880,9040,1586,2612,1222,999
126746,119028,6711,3786,3049,2354,840,679
152459,31111,40597,16978,7746,3755,1354,531
277536,15066,39051,112134,61890,3609,1223,1131
72378,57659,36249,91821,22830,9473,892,1012
126667,64625,5306,13685,5446,3780,439,432
88241,129638,8026,50145,9699,2363,598,369
223560,40467,13728,28599,8714,3986,1415,954
512273,60895,17594,21033,5875,1291,566,450
15521,54383,1300,21549,5712,2088,1020,567
360871,75402,23136,26418,16604,3551,738,864
337253,46287,17290,98714,12544,2697,676,785
766149,80828,45965,13210,15436,5409,1167,1016
147290,96806,10741,9734,2929,1771,1440,963
194806,121391,13936,15016,6150,1871,749,648
219272,52862,7259,14351,7480,3339,556,516
158904,120104,39867,100135,17437,2432,850,639
196939,26628,22071,3536,2897,1290,890,518
204116,46483,16311,902,6485,3052,488,716
124407,91501,4069,6773,5603,1641,735,794
198391,129106,1595,16714,6457,1975,830,1225
222870,56940,26546,10846,2808,2693,1081,980
50019,31402,43758,10504,5014,1663,1108,419
79962,112513,22243,29495,4581,1838,1272,685
117098,55712,24309,18123,4727,1552,838,816
88297,23112,18063,11819,2286,2240,852,701
121641,45880,6596,22288,14217,3314,1480,528
480195,150373,17722,14578,5740,3378,717,670
414861,103001,38525,46240,20062,1642,1098,383
444306,32428,23543,51824,1319,2207,913,546
260577,165324,6597,11755,2353,1485,628,521
264310,203264,15828,25634,9176,3301,566,1005
133007,72477,19755,19804,7520,1587,645,472
136881,80634,22039,9808,5166,2975,693,728
100175,93677,12544,21809,4125,4890,913,787
54104,23415,7268,3693,2816,2349,1370,1327
186228,36935,33664,23238,10974,2190,1229,638
98484,65588,5390,25871,12530,1195,514,687
127001,125513,50423,4739,5462,1789,620,1086
54577,139152,8898,12382,2394,824,873,1145
110086,24845,4500,12594,18406,2153,840,1880
135446,34882,7678,20451,3845,5482,405,282
144743,50158,6302,16719,1459,956,544,851
103225,42530,25945,15596,10605,1887,607,668
75813,112560,23908,12102,3918,3315,858,397
188604,62761,75652,117035,4976,2403,992,855
71518,129599,19827,353952,5530,5438,766,453
148210,138892,73373,57359,5101,3864,743,737
234681,230221,19810,156085,119328,1595,291,604
220178,49107,112842,37795,10067,2946,1367,1225
351995,19368,46210,75772,5855,2068,1225,1049
82806,50251,23075,4851,2520,1576,223,145
226852,170938,55134,80192,5729,3727,357,613
53187,133047,11915,17627,7066,1825,1130,775
70970,25948,46397,11790,3866,1977,432,738
176684,106885,9554,4650,6380,1584,489,798
68589,89211,6199,13550,1795,3297,932,384
84007,51888,26888,55763,10694,3085,597,655
217691,69291,19994,7046,9440,1302,1045,647
244541,70089,15920,37334,3165,1680,539,527
245387,26820,17719,13729,9152,3553,542,937
181168,80403,725,2791,5236,1580,733,460
489305,164218,13696,14275,8336,3455,674,605
193831,24874,12163,78856,16248,5289,1558,1768
774666,73508,27689,26361,4150,2673,558,812
170518,60456,21227,61136,13378,1359,547,792
115981,69012,29852,39414,5114,3916,906,1070
189078,126912,39974,7567,3144,3644,1017,1286
110746,55602,8923,13625,3280,2443,592,653
46176,30563,55078,30024,3003,1554,1228,844
714157,175949,6146,8176,4040,3816,1163,248
89395,44370,50748,39499,7121,2525,1598,822
115592,54711,24511,24593,5211,1485,1015,969
629800,89472,34152,22059,6765,2673,553,412
201237,63076,20722,12638,19212,4617,761,1233
210496,96730,8599,36946,7379,2666,669,577
275617,80600,8950,3659,5873,1297,731,845
73978,84202,21649,10300,9105,1840,837,348
213512,224664,6798,12666,9318,1772,1213,647
202948,61135,45313,5534,8376,3280,678,632
150245,127547,2695,4986,4602,2652,1419,513
217443,52637,21240,21447,7634,1760,885,459
222902,196894,29121,21268,18411,5591,476,672
174707,133532,13268,6068,903,1585,499,488
135204,30974,28264,11271,9923,2229,870,370
172923,93461,45061,31386,7714,1343,1837,815
29555,124185,26368,11346,9949,1984,646,374
57263,111543,9333,5460,13958,1425,669,868
110254,37369,46057,32528,6983,2202,649,610
268010,46137,24908,4395,3584,2652,447,726
186299,66858,7144,205655,23437,1854,1183,409
193928,24072,4099,14518,6347,1530,662,408
323468,105733,24875,32171,8362,2758,1406,953
120783,103468,17135,32777,7630,1804,1740,717
255614,55461,34615,21889,23778,2471,1396,910
125494,53806,21785,10073,6791,2107,1164,400
60128,43787,25799,199304,14236,2530,634,505
38011,38380,14419,12326,6854,1077,784,231
339696,33290,40497,13286,4896,2575,1162,492
118735,64475,10663,116181,19882,3994,991,496
202365,10205,10520,8278,4431,3174,359,452
183491,61888,39328,33302,4421,1982,377,510
583130,114040,75035,27587,10954,2978,1239,1272
660884,161743,66826,23072,6438,3669,1495,1004
50627,245334,39115,21409,2414,914,333,431
370294,99082,10036,10750,4472,2999,613,824
525909,122903,10759,16357,11613,3104,884,422
254197,67199,55477,39894,9691,4492,809,682
161715,65323,3347,14203,5484,3412,1753,562
53079,113346,17441,22866,7323,1594,1526,1064
116998,45097,5774,1307,2393,2599,587,622
139731,75265,31144,105802,3504,2715,1020,475
96277,103092,14774,31870,6453,2468,767,656
194933,16538,40549,23342,10707,2232,884,535
309603,31900,17607,60024,5356,2540,943,442
208079,64096,15995,6621,3388,3481,2304,669
19723,208165,64360,16529,5104,1278,787,776
92754,50114,23923,17224,6635,6070,1428,1499
102539,24260,16296,30866,12026,4759,1927,631
73659,72920,5882,23981,4405,1135,1090,705
114295,40044,31287,32176,2637,2013,679,1214
497596,60243,16323,29533,5977,1297,205,677
739675,147711,3101,79497,16672,2018,1202,915
1162062,142264,13591,22204,17699,4007,2157,621
391108,69599,6380,53230,21378,3420,1101,493
90726,78954,26398,2964,1755,2661,891,1158
167209,37040,86579,47084,16312,4463,514,384
328557,281274,22995,13679,1988,3295,824,657
96494,30009,8038,24935,2828,3241,793,462
57357,42785,11066,9607,13333,741,1478,781
740004,104803,33990,210229,21670,3498,675,616
46385,50961,10100,10563,6934,2220,679,624
274939,47204,38744,18323,16152,2331,561,305
633181,143625,21893,114921,20226,1337,665,1019
