delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1941554,330805,87519,21425,20431,10109,7910,4596
334217,64062,5712,10181,30898,7484,11016,1561
283991,241798,21211,9553,28141,4221,6823,6116
544835,28097,604,15309,13289,7865,3530,1802
65750,62189,27473,11679,11337,2985,3762,3974
79930,50649,23519,14768,17133,11298,8446,6798
100174,13444,4030,409,1036,1486,294,521
41636,36827,36359,8455,8030,4865,1900,3211
481310,6099,5008,14547,4454,5273,1065,608
127308,28507,7455,11412,5466,7219,1771,2297
29309,17566,3558,8912,2174,8030,1463,2091
1924213,229049,82674,8762,3347,15515,4745,4282
131873,26253,3416,6845,8332,2113,3722,2417
352724,505528,18972,11052,29351,22969,2543,2249
53650,6057,3411,2683,5767,7993,4909,2656
8742,9452,17946,9420,2869,4831,3029,1660
30207,9293,18611,11728,6808,14217,2983,2256
63927,55065,16052,25713,10035,5287,5950,4420
36277,10407,31202,6435,7522,9926,4710,3675
18475,11224,33342,17713,2890,3324,2947,6339
32555,15260,8114,2997,6112,5775,2667,2147
71540,41061,38804,2998,9222,5138,4519,2448
240638,153308,24940,25251,30894,8297,2895,3464
1355012,212489,29369,63734,12332,13318,6316,5438
53729,15371,5987,1983,2813,1189,1063,531
14742,25177,20031,7290,4431,9433,4783,2044
104103,37356,27592,11735,32866,13423,6017,4674
236225,10126,4169,1755,1493,3586,970,983
27837,65275,15374,12944,5873,7265,1607,1521
12454,3994,11258,3037,6966,5553,1517,1257
26959,23130,18282,6280,8771,7961,3417,1787
224177,46699,15981,11995,24556,10582,1989,2257
11228,24721,20511,2560,9991,4635,7399,7847
15704,12544,17833,7855,10971,5773,6229,2047
1198149,96599,58985,10978,15884,5740,3759,3938
498186,59647,8170,17083,13211,14677,2453,2626
147947,93293,14701,24705,11781,12725,3194,2984
1753878,92676,35705,24002,9074,8029,3107,1950
149476,16768,37644,4669,5955,6576,5349,1325
28286,23067,11962,11155,15897,7787,3249,2644
184992,99966,33283,18950,26508,20051,2626,1203
1728,33131,3060,6540,6212,5569,2363,1654
64535,143534,3400,21993,24784,8401,7737,3844
31936,11458,3602,2972,778,749,274,201
14909,18844,20372,2313,8626,4473,1723,1400
312873,16981,6602,1290,2380,2296,656,845
52800,8053,11669,11952,6057,8113,4952,1319
78853,27865,15784,23897,6037,5994,4245,3396
6538,21652,1418,6209,2693,8103,3498,2685
55719,10680,40648,12579,13162,6300,3724,1934
225129,165934,34429,12623,18764,19604,2493,3074
502428,194221,31943,28390,14761,9812,5641,3160
365038,46145,20829,10253,6453,2484,834,505
46429,18366,15644,4499,13576,5130,2148,2671
729491,100101,52159,6886,16233,11694,4460,1834
22729,38787,12970,23687,5395,5993,4213,2524
20500,19561,17060,2703,12193,5645,2457,3403
43928,20490,1816,9086,4607,2179,3179,1757
201066,35434,18264,5552,4936,4496,1247,715
11321,8979,21345,9678,10593,5423,1295,1012
70379,46286,57716,4040,3553,11995,2392,1332
23494,13844,10982,7601,13650,3864,2124,1059
41148,39091,9888,5016,5447,4448,1227,2113
10937,4512,3022,8753,2757,3753,2325,800
140255,12327,4647,3193,845,3859,721,338
257108,147121,92171,23628,7913,12865,2930,5673
19927,14975,30177,8743,5820,9907,1687,2234
20477,6493,22864,11524,3269,5911,2335,1956
41081,21225,13389,5068,12021,9143,2937,1564
75042,45606,30331,2640,4846,1892,3106,1032
7254,3678,8487,3693,5486,4994,1254,895
5078,5480,38270,1112,6367,2484,1204,3002
302736,120425,9321,2960,6735,2201,872,1188
117502,64860,19733,8239,1434,6677,2130,1294
69975,52591,54395,35402,17949,11123,7126,4947
21712,27420,83996,17913,30865,2771,2117,724
44125,14737,110133,2698,10393,6786,1959,3284
75992,36279,31311,8211,6766,3630,4731,1660
33755,9867,15116,16799,14280,5473,7437,2408
63080,15639,18844,2657,26879,5244,4455,1801
17591,61085,40044,2327,5472,4965,3521,3157
14612,33225,10889,7782,8386,4533,2423,3671
173009,11415,8493,7397,1233,2363,625,387
33913,15639,30038,23646,14541,4382,4690,6452
45883,11761,40539,7569,7154,17114,2428,2043
17895,15969,51500,2016,9886,4677,2911,2858
257607,113893,10861,6626,6091,3261,1027,1086
86678,6374,63911,13959,8733,6945,4190,3599
18941,16572,3928,5486,12002,8291,2801,2046
168856,11151,2207,2353,2040,1132,749,454
17479,74907,4544,11604,11469,4765,2392,3088
26453,28578,11497,6575,7585,4531,3528,1537
25208,18518,34108,9490,12613,6500,1702,1779
667898,109097,4090,19924,5023,3633,962,641
1450456,413609,65861,39355,37840,8068,11395,3216
64685,23833,1450,11354,6953,5036,2416,1744
3776,19401,8934,2035,3224,4293,2011,1591
52416,8952,6105,9308,5537,2764,2926,1337
36591,11659,6161,9709,2718,6889,1214,903
19591,8083,13209,17239,10328,4170,1770,1605
24619,32235,31188,6939,2427,6177,1349,2392
51629,9607,12985,20782,14175,5516,2487,709
69186,54888,37868,18183,17358,2989,2674,2327
11258,25753,27520,15236,11129,4637,2004,919
68022,39743,5112,5908,4557,2579,817,403
421620,100792,47237,7961,9285,4091,5247,1212
13033,18932,91716,30250,5935,4762,3027,1350
29258,39872,33622,20724,7065,4235,5126,3876
20214,22318,12291,886,6932,4002,1229,968
20188,29665,7911,6057,3014,4881,1499,1326
577953,141922,7860,741,4099,6001,992,460
16835,28354,24161,20734,4865,5453,2846,487
40260,33850,17051,12000,4637,5928,1489,746
16972,41252,6379,1418,2896,5294,2026,1155
149521,196794,40532,5029,17908,7666,6176,3109
13604,55240,33904,13661,10851,8563,1910,2560
6015,14206,2772,4870,6373,6486,2855,1628
151042,146212,11537,8430,9159,5279,2626,704
144190,38494,2766,10458,10609,2671,1358,918
5860,22346,30708,7878,7116,5637,4279,2372
74152,52977,5999,22277,5948,6259,1961,3780
473968,32899,6223,8461,3094,3604,802,1001
152410,36621,3367,7289,7036,901,1075,607
643376,114664,33497,11949,4077,11302,2970,1809
317509,27623,10771,3775,1794,2546,1761,707
31994,20456,34805,4350,7927,13764,1479,3294
490654,19544,3046,1255,3910,2647,346,428
722350,75952,9756,9270,7066,5723,2926,2187
12119,22298,10451,15061,3661,4662,4432,1383
1804169,131431,24706,12640,15558,11794,7313,7976
38260,31208,63850,24850,26732,8729,9447,14617
44962,23324,7436,4332,6862,2943,5264,2487
87066,95617,14370,4944,9769,12274,7563,5662
207463,182572,44753,18285,10470,5158,7625,4990
2560753,200632,54488,68344,47129,50460,26286,5344
527596,31041,10526,5119,4297,3830,2371,1503
668238,734573,324093,65536,62509,30673,23681,14339
640660,25442,10342,7395,8572,3369,904,481
470437,176069,12316,20468,7084,14168,8437,9598
589788,214941,24957,26824,103369,31509,11724,6568
1332080,39758,2117,7726,4908,3127,2262,1041
594398,45648,19899,42455,25554,12322,6141,13779
6794,10650,1569,19200,17628,11094,6761,5225
28063,25876,36751,16365,11297,7693,10158,4354
38782,43434,1593,5771,14444,5535,4273,2255
165064,74050,16128,2629,3060,1906,669,808
85675,69416,65283,18135,13589,9042,4985,6996
32584,38579,23049,9567,10366,4608,2601,2448
187131,38210,4808,18810,2503,3115,1468,437
101327,22764,23181,11775,4669,4583,6679,4009
12320,16428,18423,19920,9025,5253,3191,5616
51012,124795,38718,6976,12856,9152,6055,9399
120383,42163,2039,15014,13774,14354,8878,5702
529956,109377,20467,1088,7441,15450,6761,3945
189219,35598,3544,1564,1335,1463,1272,539
16875,9899,5988,7563,10734,7147,9436,2757
901363,135800,8983,13680,13366,23272,5665,20090
71661,30686,1341,14103,4129,22230,10922,13153
225254,211325,30934,12763,16642,45606,26244,11600
1557676,47026,36815,13595,14399,31581,13373,15694
79246,69293,22513,7254,12982,7241,6285,5288
19016,9047,6639,14400,12151,5500,4668,4031
17425,11095,28636,13253,14788,14058,14849,23357
131658,43835,50472,27388,23875,13218,9823,9335
178487,81346,10083,14651,12044,7306,13545,26207
22515,21011,9072,6588,18865,13574,13815,16587
15849,20308,15322,12955,7991,11674,7325,9303
53153,123498,48880,5966,27001,10861,5257,4323
60892,31417,10993,24315,24751,14259,8487,5526
61470,39168,20379,5134,9722,16585,6698,16291
170438,50486,25100,13522,2256,13619,5993,14521
59549,55270,35921,4997,2622,2008,2110,1485
276167,59230,9843,6140,8831,2145,1863,611
