delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
584269,44193,1874,20624,11738,5409,7847,1209
1240249,45044,19157,17924,20392,10203,4944,2486
1032798,136091,80442,53004,48665,51856,14896,8654
541425,544656,116989,71026,85442,35715,33757,10405
576590,255980,4068,50381,21832,11618,12743,2488
660042,45258,22930,51122,50296,10164,3929,1265
239532,19975,6069,3745,5830,4221,1928,522
199714,87774,23486,24518,28886,9567,8042,1417
1573804,162277,68414,201053,57342,55456,30398,6006
1748237,1045166,65437,406586,238561,190623,120159,77126
702470,82181,5938,11974,10899,7405,4667,2873
2835722,117403,86653,131042,29881,25253,6061,12408
422880,305454,104538,51289,46050,32011,5576,9188
839170,399077,71898,67407,47730,15055,12541,2149
1022539,35257,35680,32378,6493,13849,13166,2406
663016,51971,12763,17561,12267,7074,16546,18293
671152,66091,9149,10933,14125,5831,1332,2253
233796,177458,18651,7437,4220,2191,3108,3524
1396352,82894,15013,27372,14762,23860,31999,9677
281514,63279,21684,6408,2090,3323,1800,3770
1078065,91432,52836,25521,24016,14082,18434,18900
1985486,614266,22216,13397,10524,23553,12259,9956
1778943,44717,122311,25465,46801,22565,11735,16087
663360,55301,30337,36812,18649,21134,18060,7638
1570273,173267,60293,12023,3995,6203,1626,6302
476606,50486,6354,4829,4224,15036,6791,3441
771183,30135,27872,19939,3958,3356,4697,1813
1837775,37823,64328,20805,10132,33843,18201,22985
128786,165653,21449,15161,6136,5882,7127,2346
75360,17715,2828,1760,1224,1949,606,1224
906221,53305,11974,10239,7322,7019,6702,1253
1699122,232672,74120,45620,10833,22501,15658,12789
796613,109677,57462,61271,12850,14639,6732,9038
1036363,36699,17206,7243,873,4329,2366,3027
1373158,273432,8068,26992,10282,26670,10605,4233
182513,71895,4151,2549,4566,1786,4991,1453
27497,154245,4895,2019,4790,7077,3184,2194
644706,10003,7062,3817,759,1683,1179,421
63574,7909,11730,3157,2293,2730,900,402
502306,111141,71449,19943,5416,8332,5844,4491
975761,21247,7385,36007,15470,23197,8733,7538
989187,96760,15607,27280,14646,17627,11719,8208
941826,42614,3971,11304,12913,9202,1098,3412
1444828,93648,58924,9021,25535,7305,7671,2525
742709,25541,13293,3998,4697,1468,749,558
1169078,223419,44368,36411,62213,18271,8768,8146
569688,71711,11176,100485,61414,26544,10075,6935
211144,41413,8507,3163,2091,4294,1566,2188
1422493,337719,76165,89508,25368,8533,4239,13263
2366903,540327,23242,128902,48220,21121,9457,25017
1896367,1917088,506841,254794,75808,183508,213628,120982
419846,149492,9163,11507,19508,7635,3670,1739
1565013,33450,36785,34269,16518,8502,4834,1026
575382,293701,20015,81025,112216,75675,33732,18669
1130095,273972,15536,33487,18470,13389,5151,2530
1391605,161005,49653,51284,26349,8022,7357,3361
362256,207009,34984,3794,51588,8942,7149,3884
280467,731098,60793,38050,26595,8809,4057,4084
1483197,399810,236075,53055,112878,15142,15886,14114
521199,40679,15242,22936,4701,3135,983,585
126517,50909,34829,8246,6717,3618,783,955
337411,179843,60133,17594,11982,27890,6003,3204
1678188,1841218,324535,223504,46837,69851,32879,13972
61901,62889,11844,11649,3406,3242,1640,376
842898,455357,59431,38958,46803,9059,13379,4898
798453,110342,39130,28599,17334,13721,4204,1217
798859,189410,209126,23358,47238,6531,9157,2762
234404,545514,84398,22656,24367,7560,4842,2083
727732,149729,56913,17523,21408,33171,6256,2043
45485,96165,13082,3028,12619,2283,1488,560
192419,35011,7057,4132,2547,3033,759,461
620996,220080,104967,44869,10438,13109,8311,2703
785501,318455,52283,49984,21774,7174,15306,3930
40326,13186,22925,5363,4265,4708,1003,1220
551608,246167,24528,29374,26203,12414,3100,2369
704016,209835,16492,41965,32716,20904,10342,3610
621609,319097,51914,26780,39698,8598,6894,1685
582300,334574,36461,32840,68921,8295,7206,3067
348183,1636175,8006,87099,90044,38831,18643,21422
1120946,96544,5265,19592,56225,13302,3195,2845
3462697,1696959,26619,293394,51003,63963,15462,15326
324407,136672,46670,34267,4286,17183,6222,2025
963007,147974,19387,27891,17036,4032,2725,3279
573182,741111,14089,44106,46386,10630,5579,2206
638464,75618,130141,5837,25200,8438,7311,3007
1519054,117246,18731,32219,23668,15260,6147,2818
468554,215574,15439,19343,22053,8374,3704,1593
424330,39415,9915,3777,1495,2782,987,495
790391,108883,18838,30198,6010,15284,2287,2592
828963,144170,22182,65699,21850,22444,3193,2408
119881,184625,181433,43623,23691,18634,4967,1742
620755,9756,6981,3663,4482,2172,977,450
2452788,1374505,188484,136232,16397,48918,13330,10611
1623942,493967,167009,173486,33784,67655,13601,6165
197594,50473,15220,2124,4307,2319,909,677
461698,202342,40835,21993,35386,9499,5149,3199
865265,540891,195456,198644,68708,34286,9355,7228
882058,110630,96264,62855,22632,8357,1895,1643
640691,258243,7568,13007,11255,8640,4506,1471
218943,61777,6118,17009,6265,3167,1632,510
592296,266592,81487,25047,8108,9941,4365,1749
2121476,1173260,296089,50490,93802,28569,19018,10532
940747,180034,45171,24213,14876,13960,4328,4398
1857958,416157,16501,39723,28733,10940,4179,3710
2563569,488653,69478,231416,91956,54692,26939,12680
1899943,636455,84308,198536,94498,56709,16473,11032
255827,143679,74228,11837,24618,13044,5440,2783
834585,82819,44878,26065,21342,4573,4365,1588
521612,790299,283167,111724,57660,31103,15981,6223
1150469,1679000,208056,81344,43778,62234,30081,8527
177553,22226,7831,7150,5000,3036,1568,411
1261630,154204,41642,10083,28287,17515,3067,2742
1924170,561364,137194,69474,91605,61342,34470,7806
221238,169086,26573,21679,21681,29072,10792,1849
714708,114554,53093,28911,11491,9836,5203,2269
1415740,772399,122102,218880,51376,31161,35812,6325
523469,185893,32523,14735,23730,13809,5074,1619
435755,141832,2900,14270,30496,14335,2848,4412
1078312,139984,27852,10946,18041,12975,6741,1900
236156,1337726,137336,80089,59188,45233,29095,11676
825113,148080,20871,20936,11683,13644,6239,1471
1522756,109820,19561,29872,20873,15467,7867,999
1245327,184869,49842,14024,26497,14946,7044,1209
1445450,1006392,411680,25952,79953,65188,10814,6390
177104,78201,14027,5658,6171,3386,1220,493
873258,194447,67234,33626,16385,8506,4398,1092
445514,229418,85499,15439,66370,6425,3957,1947
1478209,152239,34479,49762,25628,17065,2567,1575
1792449,1439502,100041,114965,123377,40385,15323,6451
986147,176140,64071,25167,29484,6615,2363,3437
816849,41551,18236,3784,9756,3868,1140,828
1228143,220431,58612,27908,9417,12300,2778,4278
1071263,297885,52453,43788,7206,13081,5895,2246
514553,160524,73969,15475,12327,13715,1415,3503
991187,226026,115088,3748,22115,15192,5225,1617
2079075,136709,36569,49274,30519,12943,3282,3186
2338775,261137,276568,96857,110772,60792,37688,10705
1100049,205881,30248,22022,12831,14106,8507,1087
889729,1541232,483301,76584,48887,49069,38198,6720
2533401,692526,67977,149541,82168,34126,15354,21611
1029722,1467203,290251,128159,91615,34908,8910,8129
960222,314346,31183,29541,17929,11152,3543,2406
1771019,852809,204539,38742,44470,21518,16303,16575
1696394,213629,43015,13721,9014,18297,8691,3630
987174,387014,24067,9642,16335,14405,4528,1673
213215,59252,2517,10711,3257,4481,2102,294
302065,172591,29845,26287,18034,8035,4472,1861
2146385,468148,195827,176507,54954,37350,18302,7943
770266,202309,15210,18725,12132,10016,3084,1621
766282,277913,64290,26426,11685,8434,2577,2425
990542,1568726,289636,186774,37874,40238,20500,13864
56623,702956,63905,42601,11312,18763,5006,2081
655377,176089,24215,25886,26089,7687,4030,1413
228947,184568,31412,29435,31378,15921,3641,1400
72570,19261,14009,11323,1740,6355,1744,576
1234346,167906,31178,14500,19565,16336,5683,3116
349449,239152,40103,22659,22894,8565,2954,1651
2109171,1047836,513026,127203,96532,53775,13869,6503
381259,160532,29888,19875,19488,10706,1989,1725
1235869,398908,209639,89506,62768,70650,18303,5323
229463,186291,19891,32064,18275,10685,9124,4155
550659,423691,41792,23398,47538,18834,4768,3128
1708346,669909,331429,80342,88641,56249,16010,15995
355403,136317,72732,25480,14366,10489,3310,1492
562477,1031434,486100,149330,83072,52699,16941,6303
1233852,389682,119310,36317,14784,8507,3810,2224
255254,66225,22230,12953,4902,3123,1061,944
42011,91231,10855,15818,6659,2967,1630,336
548197,452699,74654,31957,19947,6883,4922,4729
807907,45288,39241,13438,16253,5311,3861,1480
1507182,93009,21747,41148,19706,9850,3808,2922
2346343,2399706,142753,136395,36567,104810,20625,11240
1395448,2035742,247423,92014,50269,30841,18132,12840
1005041,330746,30892,35258,20094,7252,1738,2389
237954,70490,12592,2050,6321,6440,1215,1057
280496,65867,840,2528,7088,2697,835,1361
346384,378775,6700,38047,10759,8980,5466,4305
1253642,273452,96545,9833,34575,20085,5350,1187
1667344,177101,63787,34169,8033,3958,3895,2136
1088637,113850,32893,39997,35712,6000,6277,6755
1494081,199971,152617,38325,13547,15591,3419,2643
1429252,88412,35766,52998,20539,18580,5221,2670
496194,395688,25053,36937,18684,8510,4028,1232
248069,75250,5519,4503,4730,1523,803,612
1290045,835536,230908,71173,10009,53323,18398,7711
1914959,1179924,447255,74254,83256,60066,39131,4731
36608,55616,37735,10311,8647,2412,3482,417
884341,91159,31781,48584,52222,12837,4537,1998
1677020,1408526,150901,172583,61586,93409,8182,12280
1379167,1761353,5604,358522,72595,117105,17534,14139
1855287,1768130,363461,58094,64780,21934,12046,9978
755281,175175,38008,21348,35632,9917,4718,2102
1237565,89585,45420,35396,33613,8178,13670,1723
188564,14498,16092,7836,4788,3600,602,729
226272,233467,32919,22777,12951,10635,6945,3496
1113512,112097,105784,48891,16756,9274,3410,1944
2540349,440854,102026,50941,108220,18786,19860,5377
151218,62829,17029,2654,5223,1178,406,655
1677535,64516,20402,16729,26000,11715,5062,3229
1147837,128052,48178,51133,6637,17455,2941,5651
488602,212010,145698,21329,17905,7485,3545,1762
993489,68359,14965,47143,32474,5227,5858,3248
169330,23789,6884,7363,4889,2713,383,628
1716523,1095834,74149,50211,27308,33855,20771,11876
1847949,1072845,9407,122283,45756,53703,10482,16015
566591,551838,166556,77270,44638,45425,5089,7983
1082288,220616,21751,45102,14406,8757,3879,2134
170232,220438,190543,9310,9045,23144,7991,3327
964415,240629,21720,31200,21323,5842,3927,3085
1103373,980374,126433,177522,54681,33822,14351,6831
958853,188736,36489,31254,29584,5399,5358,3719
139583,299809,34639,36850,29281,8273,4879,3276
749640,147326,38597,32540,12315,9066,2586,2364
1134544,102200,90194,27576,24786,12132,7694,3990
645936,76890,18237,52791,17925,7616,3893,1342
3248754,121195,68279,48061,32106,6540,6251,3742
727820,130650,32321,27013,11513,11731,4341,2229
1638716,624983,279531,62660,82114,105509,26035,14228
272078,186657,120972,45810,7422,12136,9966,3963
1811399,360540,328306,30695,60877,40247,35396,8207
2277454,143081,202026,107111,73748,39884,26731,23745
1163097,738218,133535,56313,63054,45287,7318,9047
863123,5069,7616,18962,6736,2441,342,451
2380170,585584,185281,134782,66235,56627,17979,5097
985560,82388,37900,38101,12829,11192,3868,4892
963333,185159,132353,42537,7142,10691,4093,5644
565055,176919,15266,23876,16647,13080,3373,2348
354041,197688,13922,71592,21334,15520,9041,2068
107993,45157,13207,8154,6102,2682,1277,1273
1531207,243586,62975,50407,10842,10670,3582,1618
246071,93290,12615,5610,5923,1926,1021,939
1440872,969204,168857,174126,60438,49745,17310,14069
1519191,1202268,153461,38281,133999,125339,17333,49456
2823815,1668480,538081,147488,118707,41602,47208,40688
1058227,190944,44220,41009,36038,23669,7805,4274
854582,147854,22870,22192,16802,10557,6190,2266
538668,219166,52674,49535,22531,5926,2573,2483
1019543,100650,37726,27723,29774,14326,4837,1885
1508904,786871,212814,36475,37019,25670,10084,4146
844938,196058,63264,10542,24473,10478,2926,2675
949581,233695,36391,24389,16070,12638,4072,2455
2546664,641106,304327,109373,90710,30410,16873,12924
708686,334232,31096,14231,18931,8404,2790,2528
41939,71667,17753,6465,3392,3493,709,579
877578,91955,34314,21417,7314,10027,3188,4195
199822,41978,12007,1719,2612,1602,928,316
911328,45085,31103,17358,31268,14946,3372,2173
149710,58043,5829,2485,9850,910,1003,1006
520700,435595,144413,47366,18138,13539,3907,2655
1804002,138455,54730,21929,24726,10842,1695,1150
477728,85858,39244,25036,10953,16964,5645,1942
1012576,80809,46104,27597,10806,5344,2500,1495
85549,25625,9663,6783,4043,4487,729,561
300491,182576,69056,25978,18529,10815,2715,3239
306071,186232,26356,29079,10410,15067,3505,1025
1676676,539470,200906,56057,35002,56611,14294,9357
1672633,193245,11416,35827,68040,122516,101300,16710
560279,102074,27328,21234,15609,15969,25459,1950
59299,140401,2419,36013,6248,51786,2593,1865
172377,57377,9291,26515,4632,42911,5068,3177
596686,367294,24665,120050,27043,213430,7067,4745
38140,137628,2200,41667,5428,60547,1915,1676
140571,70270,7807,42760,2244,65532,890,2365
98184,67778,4084,49364,11266,56664,2853,1534
51054,137595,2874,55461,5721,56405,2660,2201
655381,460038,25726,143120,25287,242622,14101,4365
69505,155857,2151,46816,3920,67590,1876,1615
445094,84755,13605,49646,5220,22455,16790,4626
1072717,54973,7144,165947,32847,272000,11072,10486
933174,10033,435,15350,11601,44920,5821,4222
1554793,124577,1587,109726,24994,202161,15616,5126
862737,10423,10125,25386,13659,39974,8577,4827
569593,118376,34050,85927,18935,32376,27190,2920
231723,6843,2077,1865,4741,7444,6771,4624
196693,138672,2150,51754,6574,43397,2780,2437
267256,70840,14173,41665,3612,54660,1873,1509
503812,104114,8020,51046,2588,34988,4547,3287
1715269,38347,11233,216067,45852,194783,7722,15090
857237,34896,16941,31297,4308,21384,8682,7016
899145,327480,47042,117202,758,203049,9023,4449
221684,79377,1946,46901,5207,59276,782,1977
168815,28485,5301,24562,5434,70814,1595,1527
228368,1916,14310,16561,8492,46826,3582,3108
275535,42810,4426,21273,2534,49497,1762,814
254060,48094,2004,28456,5635,49896,2534,1457
296284,31866,2843,28238,12067,53960,1731,1795
956802,164186,13922,94712,61705,202250,9851,7061
314627,47434,5369,39377,5793,46684,3053,2386
470166,116869,1501,37426,2357,42707,1729,1108
604211,96566,3732,147301,24974,217869,11014,7322
451191,9181,7261,20359,11918,36863,1626,4471
569253,5324,7304,38476,6950,42907,5150,3132
511617,67325,5651,23686,4386,36918,4296,3666
349458,56445,6078,49148,6646,29647,2485,3056
25771,52065,3629,37869,3458,70918,1668,1662
42078,74719,2312,39636,3520,70798,1274,2409
70642,39697,1205,44517,3102,61271,1643,1958
17465,97185,1190,54177,1810,61187,2102,1624
737013,120760,12740,111836,3312,219300,9458,3376
540276,378450,2323,138356,2914,192189,7335,6890
22223,251906,1545,31906,2099,60975,3471,1231
80576,21377,1596,25717,4086,58858,1200,3400
496321,142378,13015,218124,2337,240014,5909,9695
544725,70890,8001,179204,3295,194784,8653,11285
1615738,245081,17295,139007,39207,169065,10090,7980
335626,17949,1851,33458,8220,43318,1120,1560
1878660,334802,39364,193768,32852,156348,5081,8188
196747,13096,3279,34263,6449,45015,1574,2749
627777,12200,6000,26541,3483,41393,1034,1242
2172979,185743,17425,129626,15900,161314,5261,5012
263679,62816,1224,41895,6393,49012,2975,1445
665902,61886,16034,109159,24460,173413,3018,9338
675877,75115,4540,146949,22400,182529,4455,10672
94662,4404,32,8690,2269,8822,535,777
1254902,532003,13412,192259,38182,192912,8962,3888
875503,51616,12524,199400,29954,167540,10410,13053
167614,19859,14962,43906,4235,62804,2454,2627
148452,9194,2704,9567,720,4658,3417,2980
267353,25324,3766,45518,7035,53697,1693,4598
899461,4379,306,19322,9277,35800,3602,4817
699012,8504,867,18686,7283,33348,5090,4084
1629807,221995,5585,118055,24236,200681,9065,7704
532818,95494,16341,44774,9410,28449,32071,1365
547254,64002,3795,41480,7278,38584,5135,3570
1840358,285038,17228,134452,23164,166428,13529,5589
974629,479126,10883,131602,25429,182889,13279,9146
200311,66108,8547,38036,4148,53902,1852,1310
185981,6874,7845,6187,3838,3293,2767,873
185743,10233,6025,5288,2288,7332,1885,927
757129,74313,6748,26068,8701,18495,25428,6400
974065,141475,917,148635,45799,221187,10062,6875
426809,29740,2230,32466,13544,49338,1318,1868
712341,136715,14969,26740,7447,22386,13059,7271
609852,4485,2198,42899,3522,39799,858,2834
437320,6960,2742,52239,4445,42320,976,2935
416765,13014,2946,41718,3579,40862,728,2945
176846,21043,3890,6538,1006,4701,3312,1524
530970,33462,3123,34843,12608,41318,2028,2496
503595,19461,3911,29586,10512,34113,1628,1902
524142,24379,742,39753,12725,35990,3603,1517
982173,250936,485,116227,54801,205131,6757,11421
1071896,238008,2497,148456,27226,241609,6951,11614
986076,139217,4147,137079,35234,211222,4809,7076
777149,12138,10411,23000,10462,18544,7337,8830
1202369,22735,28191,162284,26921,202389,12109,8208
44758,111165,3218,39329,2510,51720,1424,1599
108274,50172,3139,31446,4984,73852,1711,2103
99359,18210,5200,40924,7052,69490,1761,1522
111858,17163,1798,31206,7450,71560,1431,2193
150616,57836,15957,25101,20974,19807,6558,1332
147458,65608,1790,23338,3514,52054,2300,920
272941,32079,2810,36178,6465,59668,2180,1229
18671,33580,433,7631,1219,12207,771,590
126388,111277,5253,43268,2764,59837,3095,2199
1609576,110130,12796,72975,69336,172305,13488,6355
491520,47595,5679,51784,6219,55340,3831,3203
421597,34759,4485,43424,6592,48966,2768,1900
256476,45798,3877,40669,4816,46083,2546,2237
193268,92767,8461,36634,2696,48378,2386,2493
436672,81906,2016,27319,16106,54639,672,1877
430111,56160,7005,22788,9842,41664,2046,2759
445692,91343,1154,13436,18739,45721,1156,1704
333657,9940,3029,32319,8132,37190,1834,2623
477425,15740,5811,19914,5358,37263,4263,3249
405417,17282,3161,28511,10677,56712,1345,1344
114347,14397,140,6861,982,9744,799,374
312266,20329,762,37111,6650,44945,2541,2438
45189,29091,2911,35167,1699,64468,994,2031
21428,49053,2332,38673,4766,72066,2141,1072
357394,89319,28860,186948,20956,265712,3342,10159
101208,25493,7244,40486,2974,74392,913,1775
96539,32512,6969,36737,4204,63247,950,2592
124971,4255,3488,6228,2371,5133,5503,1671
1405291,274881,7923,120142,3093,244980,15136,5859
298692,294456,9559,155865,9953,230893,4619,4095
335078,57289,10197,106032,15933,243078,3918,6320
403445,112876,15367,217357,4824,220351,6400,9376
486701,261425,19687,240514,8373,158192,10118,9211
763798,35407,1355,25006,5729,37101,879,2466
523790,115282,13600,78836,9998,41803,30178,2884
1747868,102890,1632,139178,24596,151207,3626,5025
1128058,147152,23406,218378,6845,158814,9051,10488
103025,39562,5833,46291,3014,54794,953,2309
195325,20717,3224,43532,10387,57616,1027,2881
863801,26126,6135,29058,5763,42700,1364,656
1369620,297229,8338,199263,11084,166955,3374,7862
2214885,247826,17739,164865,16703,189097,6629,6453
596127,10336,3694,12075,14251,32169,6018,4460
676454,98851,12194,125387,46840,183296,3643,9650
984613,253423,27727,173052,27042,194064,4077,8195
486034,62255,19381,48178,11058,35548,3929,7810
376710,21115,3079,29921,10359,31010,1844,2232
143038,11218,958,7922,1524,3387,2127,743
328035,73087,1743,68032,5092,30738,1159,3004
406164,58388,3358,31880,10719,37293,1166,2070
123251,5047,3607,5125,4095,5190,3091,2131
547717,19757,8576,19633,8893,53420,7325,3890
170821,78692,4009,40655,9293,72931,3117,4219
63304,77282,1107,57450,977,60689,2011,2331
2703644,158744,31989,43590,54646,221312,13248,3032
1894141,112085,4863,123669,34715,174203,9856,7893
358924,64037,1437,38253,2693,56189,2668,1493
1583015,252755,55401,36514,33246,14946,20383,1795
1252005,15785,2337,2669,15850,12403,3650,4144
1232179,53068,20416,12744,8543,6413,1261,496
709943,23860,10061,14649,9748,2748,662,863
289667,166975,21714,170321,10085,147521,7631,7394
1900185,115916,18403,99879,12995,230329,7314,7636
597917,6526,1094,48094,3887,40081,1238,2456
1349087,94795,5645,158545,16434,217819,5910,7199
228112,12492,1915,10596,20699,75284,1663,1179
246079,21125,6545,11750,28337,72553,1011,1263
314485,34453,309,10245,21669,69759,1598,2235
147125,18967,2127,36108,6767,55472,1861,1229
108600,23070,3484,31270,4632,57714,612,1217
1504048,150071,7345,79840,30614,183275,7374,2562
190860,21136,4629,21139,1695,45546,1017,907
78655,89951,4087,23878,723,45874,2795,936
155563,94571,1270,33468,2659,53866,2837,2309
1253161,247737,22455,78685,61750,164306,12196,3869
310818,87811,1004,38379,2981,41686,1877,1727
176070,81685,5302,31925,3749,43691,1455,1553
294745,63364,1407,21866,16359,47721,1907,1006
291386,14449,3488,23209,11182,44264,1746,2012
227403,33312,1032,39593,2449,37599,2515,1934
709806,146530,3097,27145,6409,39075,1635,1996
633261,74006,18338,37519,20939,281211,4144,3039
43035,56211,487,30178,4636,65642,1826,1265
357871,121916,30476,155905,17174,231637,5721,6642
35962,129171,4684,29856,450,51937,2393,1508
23610,104996,8241,34306,118,47401,2196,2074
837095,138395,14661,73099,1678,88784,3785,2611
839322,633116,150374,284736,73914,91718,51244,48974
1407338,369659,12161,42980,19393,26338,12924,22147
1507375,36481,18951,8622,51279,6470,52256,2439
24830,5102,900,78,1332,5470,508,291
571471,214042,43027,52068,18138,50400,19523,2577
1091963,90360,31028,11376,27703,13024,10024,4236
2620327,505553,166141,176991,14767,147621,61162,23918
1066588,109995,2904,9275,16039,32464,17390,1713
50913,4731,4030,3686,4262,12418,6504,539
59490,16715,3978,894,29300,83238,3328,1883
109342,14369,2084,1391,35948,87653,2155,4188
36487,3485,60,785,6556,20921,867,641
1636723,353294,82473,68520,42975,331392,28164,6263
1231785,34934,15673,14740,33662,175615,3850,4501
1096212,63173,82799,62852,14660,20234,10281,3377
31,42,32,57,39,19,2,1
1211569,505197,376612,284117,109034,87369,43083,35994
1152026,623685,194468,60582,98846,90405,20987,22153
2483449,94559,71792,108500,34322,32714,23986,56284
688424,196641,99640,171074,23990,43623,19916,6022
613290,46319,21570,31653,25362,28701,3360,1817
1540980,285672,155562,143667,148123,57492,29218,8232
783470,679974,189529,118855,64316,52269,20324,4856
1191316,186836,422150,216196,242126,51640,6528,13696
1560003,90138,10717,19731,6054,2583,988,402
1568092,351015,21360,23653,13775,7866,6312,7131
611690,37941,3653,7842,27495,1373,2919,428
305486,99323,17617,39012,31758,7193,3539,3338
286790,137817,5276,11043,6240,8859,4192,2703
108774,219087,21705,4665,10654,4110,2362,2658
435695,131492,22449,11635,3626,4783,3635,955
13085,28010,30591,10817,3790,3571,1951,1186
106158,80741,16034,3402,5723,6649,5677,2858
874248,22396,20250,12041,13371,6927,2375,729
50392,43542,19898,10407,5591,4092,1926,591
144947,18341,6041,2460,1507,1666,400,300
277818,27086,19692,43530,47933,14896,3911,2310
84596,147746,50843,7078,6573,15987,6670,2114
151917,45664,52653,39759,16423,8442,7406,1392
83083,135845,8165,7506,4704,3802,7310,1438
93951,59504,65708,4373,4672,3767,4307,2760
46749,27609,16749,27607,11888,5420,2666,5181
223554,94172,52192,34819,18351,9038,1668,2227
69733,60838,29860,17950,10081,3858,2781,1811
230241,78588,51955,22745,6471,6023,2850,3665
138901,222731,63355,13493,19744,9146,3208,4591
168087,22179,17854,34289,16446,22384,4386,1788
56365,25559,10448,7783,14287,6551,3706,3071
29485,64592,29631,13531,10902,10254,2335,1617
191168,138382,94913,11718,11310,5626,5960,799
156267,15977,31903,14596,3009,1660,743,553
119116,94460,47958,12616,8657,5882,1979,3828
173328,82759,32315,18158,8873,3709,1091,1659
160074,41243,38848,19015,13553,8768,1732,3203
17901,28215,14814,23956,9112,7581,5662,2894
147576,20985,6341,7305,2439,985,1225,269
108464,26200,21488,24556,10683,8517,5668,1755
166212,81806,1874,14551,6814,9957,2420,2048
65023,30139,7134,5584,3264,3980,1431,809
44321,41920,1714,1123,8233,4635,2090,1135
230342,19570,16077,2516,3963,1425,625,988
1508538,246182,143904,30774,50756,18542,4160,3114
278973,109800,78600,35217,10967,10126,4256,2297
234439,138913,23347,14720,9356,14076,3765,3344
18863,113074,11760,12024,8243,5553,1216,2076
58614,118716,81790,13939,6795,4434,1523,1990
45848,65264,22527,23930,16455,9925,2625,3213
43199,104953,20588,8455,10564,7042,7056,3948
13254,159377,26708,10426,20898,10217,3486,2515
50667,74997,17686,13089,16044,4744,2919,2709
78127,46888,42462,21634,5984,2413,2902,2891
764514,57412,106084,50461,2868,4653,1480,1815
49025,19878,50398,8725,6944,5296,1961,3092
35406,44187,55490,11478,2336,7815,2646,1683
363330,52457,8048,10730,1538,5592,3248,5364
37645,75897,65891,8411,17501,7993,4710,2024
45917,47914,31380,35428,12314,6047,2920,3348
129638,130537,73844,77678,10817,7214,2241,1937
240504,71357,73993,28208,12243,6501,5289,3232
453806,22992,18886,9711,14139,5826,4744,3097
89017,131951,31050,20240,11961,7315,2387,3093
42004,75202,88438,39168,21119,3612,3288,1214
100077,153894,121105,19457,12982,8315,1771,2630
247062,510509,26165,15901,15254,9829,3438,1631
37673,42431,24679,12126,8144,13367,1777,6087
216384,43247,31252,25838,5961,9903,2317,1721
27876,37227,25243,12543,7383,13068,2896,1916
62475,103092,63778,33767,6392,10463,1815,3256
118804,16960,9071,8098,2376,996,1018,427
122748,53211,31621,39417,12481,14857,6812,3796
89514,18389,42323,68493,7881,8551,2525,1172
210853,74727,64651,72162,25737,9660,3858,1431
81988,32262,31464,16024,5569,5035,1721,1929
34391,77722,35081,18716,5755,4715,4851,2331
100983,62441,58488,12834,9290,9564,3219,1752
685972,123225,54816,70531,12102,11196,6511,3532
10909,24211,7506,31949,4932,5234,4964,3550
110118,40965,164526,42280,8436,2876,2592,2088
102159,102866,37992,82921,11263,10543,6099,1793
47428,9436,36138,24073,4322,6015,3011,1127
145958,5425,30684,5777,1498,2700,642,1468
43523,52432,112385,11625,4063,21209,2515,2150
587570,103126,17413,40685,14275,8080,6199,4603
54314,35933,37032,3398,2896,7534,2323,2221
55745,52290,119382,41122,5334,16033,1472,5553
41791,101992,4823,16135,8104,10101,5145,5247
71598,34477,6515,26599,9754,7039,1820,3163
41574,64527,48548,25031,10161,4682,3052,2244
106952,106727,36852,13475,9712,11931,2290,1326
140445,54679,255812,44228,25749,6881,2293,4608
59149,38748,51141,13859,4299,12972,3119,1786
469443,71968,12232,17384,21752,3969,2770,2914
144669,59744,7510,1509,1292,1743,709,314
777334,287508,29884,35018,6381,15161,6449,2301
25651,31414,33085,6128,5063,7265,4752,1665
77702,67756,39511,11455,3547,7571,901,2615
74221,66385,19234,15318,9768,15033,4002,2344
55062,27570,10545,24543,16278,7123,2839,1915
62330,67785,62359,12968,6272,6277,1200,1218
44696,145474,17092,5953,8443,8683,3538,3930
49609,24061,6630,30084,19136,4212,3827,2120
121502,78881,5212,5307,32603,6770,2930,2160
282806,71943,30292,10105,8198,9650,3150,1415
55437,32702,19007,11320,12106,6068,4185,850
375905,25410,12229,3995,4104,4282,988,426
59450,82561,5410,11847,14913,6194,3130,2046
18393,54130,33997,55034,20149,11353,3329,1955
36972,43834,34824,32640,8931,15412,2736,3179
28313,25179,61373,26221,9296,8121,5820,3331
6268,8177,19856,60606,5809,9648,2443,1689
70230,13418,12275,6178,1422,1496,433,613
31486,64221,39868,21116,19630,6484,3105,2094
303430,64446,64349,4644,12597,4344,2719,1146
34717,13177,37293,3315,10225,7180,8944,1588
73426,15964,15397,20619,6920,4286,2051,2488
244862,19395,4309,3026,6914,2404,999,624
85777,13989,7279,2618,2350,1495,792,655
1039963,72322,46097,22400,4708,4461,1297,1659
126103,79300,22348,18376,14372,7562,3481,5343
182241,15226,9080,3204,5082,1120,1453,551
223239,252405,15711,30418,21218,7735,1892,8249
272644,38397,518,3622,1058,1109,2275,2061
141041,8812,11632,2591,3033,1398,755,270
